pick_id,date,sport,game_label,bet_label,market,selection,line,auto_tier,tier_reason,support_count,pattern_name,auto_included,wilson_score,confidence_score,gate_reason,source_list
b9a09ee063c93d4fcc40bfb4233e47db14b83b929b514c32094447ca1780ae24,2026-04-06,NBA,CLE @ MEM,Sam Merrill OVER 14.5 points,player_prop,NBA:sam_merrill::points::OVER,14.5,A,"A:, pattern 'Mike Barner points prop' (164-121, 57.5%), Wilson 0.528, 1 source, record 428-386 (52.6%, n=814, combo_market_stat), confidence 36/100, adj: recency -0.020, expert +0.015, stat +0.010, line_bucket +0.010",1,Mike Barner points prop,True,0.5276,36,,sportsline
544a45214055680855335a35aabe6ea4e3e8def3d86ce3f20588b008573c2247,2026-04-06,NBA,NYK @ ATL,Josh Hart UNDER 4.5 assists,player_prop,NBA:josh_hart::assists::UNDER,4.5,A,"A:, pattern 'OddsTrader assists prop UNDER' (23-11, 67.6%), Wilson 0.482, 1 source, record 30-23 (56.6%, n=53, combo_market_stat), confidence 11/100, adj: recency -0.020, line_bucket +0.010",1,OddsTrader assists prop UNDER,True,0.4817,11,,oddstrader
abff90476dc0459079c323f7e0fe14485d49d889dfa6db187d2b72eb4304eac7,2026-04-06,NBA,CLE @ MEM,CLE -13.5 (CLE@MEM),spread,CLE,-13.5,B,"B:, no pattern match, Wilson 0.613, 3 sources, record 135-134 (50.9%, n=269, consensus_market), confidence 81/100, adj: recency +0.030",3,,True,0.6133,81,,action|covers|vegasinsider
53675efac6e8b13397d3ae049011325c14fc00df36546e0ec4aa32d6c000e5b4,2026-04-06,NBA,POR @ DEN,POR +8.5 (POR@DEN),spread,POR,8.5,B,"B:, no pattern match, Wilson 0.599, 3 sources, record 135-134 (50.9%, n=269, consensus_market), confidence 73/100, adj: line_bucket +0.010",3,,True,0.5993,73,,action|juicereel_nukethebooks|vegasinsider
a9988f02904cd26060f7e986612ae4abf3f401277cdaf7e30fce36bc6de198ae,2026-04-06,NBA,POR @ DEN,S Henderson UNDER 22.5 pts+reb+ast,player_prop,NBA:s_henderson::pts_reb_ast::UNDER,22.5,B,"B:, pattern 'sportsline pts+reb+ast prop UNDER' (81-48, 62.8%), Wilson 0.554, 1 source, record 137-96 (58.8%, n=233, combo_market_stat), confidence 49/100, adj: recency +0.030, line_bucket +0.010",1,sportsline pts+reb+ast prop UNDER,True,0.5539,49,,sportsline
4780f2b289afcd3dee7eed527fbf7fe80cba447feabb9ede938279a644426c7a,2026-04-06,NBA,NYK @ ATL,M Bridges UNDER 16.5 pts+ast,player_prop,NBA:m_bridges::pts_ast::UNDER,16.5,B,"B:, pattern 'sportsline player prop UNDER' (189-130, 59.2%), Wilson 0.552, 1 source, record 69-48 (59.0%, n=117, combo_market_stat), confidence 48/100, adj: recency +0.030, line_bucket +0.010",1,sportsline player prop UNDER,True,0.552,48,,sportsline
cf12b42be55f27e16a86bbb469d0f0a373c7a89ecebb68460b1edce5a4da3f90,2026-04-06,NBA,NYK @ ATL,Jalen Brunson OVER 24.5 points,player_prop,NBA:jalen_brunson::points::OVER,24.5,B,"B:, pattern 'Markus Markets (expert)' (131-93, 58.5%), Wilson 0.545, 1 source, record 131-93 (58.5%, n=224, pattern_hist), confidence 45/100, adj: recency +0.030, expert +0.015, stat +0.010, line_bucket +0.010",1,Markus Markets (expert),True,0.5455,45,,action
d83e7164c70d502abe11e76cc0a094aa540fb4c2ccdc2662957d3fcf6269bad5,2026-04-06,NBA,DET @ ORL,Jalen Duren UNDER 36.5 pts+reb+ast,player_prop,NBA:jalen_duren::pts_reb_ast::UNDER,36.5,B,"B:, pattern 'sportsline pts+reb+ast prop UNDER' (81-48, 62.8%), Wilson 0.537, 1 source, record 137-96 (58.8%, n=233, combo_market_stat), confidence 41/100, adj: recency +0.030, line_bucket -0.010",1,sportsline pts+reb+ast prop UNDER,True,0.537,41,,sportsline
ea4de950b224c86daf20349e442b0002249bc2c2d7bb958947353fe904694fd6,2026-04-06,NBA,PHI @ SAS,SAS -8.5 (PHI@SAS),spread,SAS,-8.5,B,"B:, pattern 'action spread' (553-490, 53.0%), Wilson 0.532, 1 source, record 648-567 (53.5%, n=1215, combo_market), confidence 38/100, adj: recency +0.020, line_bucket +0.010",1,action spread,True,0.5322,38,,action
b77ddff6df3d5dd39f81009dbeee6ef2f907d5002951686860233cb573e68d11,2026-04-06,NBA,PHI @ SAS,Stephon Castle OVER 7.5 assists,player_prop,NBA:stephon_castle::assists::OVER,7.5,B,"B:, pattern 'sportsline assists prop OVER' (57-30, 65.5%), Wilson 0.511, 1 source, record 62-34 (64.6%, n=96, combo_market_stat), confidence 27/100, adj: recency -0.020, line_bucket +0.010",1,sportsline assists prop OVER,True,0.5112,27,,sportsline
