sport,date,source,event_key,matchup_key,game,market_type,selection,line,odds,player_name,player_key,stat_type,eligible_for_consensus,reason_if_ineligible
MLB,2026-04-21,action,MLB:2026:04:21:NYY@BOS,MLB:2026:04:21:BOS-NYY,NYY @ BOS,total,game_total,8.5,-105,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:NYY@BOS,MLB:2026:04:21:BOS-NYY,NYY @ BOS,moneyline,NYY_ml,,-108,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:NYY@BOS,MLB:2026:04:21:BOS-NYY,NYY @ BOS,total,game_total,8.5,-115,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:NYY@BOS,MLB:2026:04:21:BOS-NYY,NYY @ BOS,total,game_total,8.5,-105,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:ATL@WSN,MLB:2026:04:21:ATL-WSN,ATL @ WSN,spread,ATL_spread,-1.5,+125,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:ATL@WSN,MLB:2026:04:21:ATL-WSN,ATL @ WSN,total,game_total,8.5,-105,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:ATL@WSN,MLB:2026:04:21:ATL-WSN,ATL @ WSN,moneyline,ATL_ml,,-135,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:ATL@WSN,MLB:2026:04:21:ATL-WSN,ATL @ WSN,moneyline,WSH_ml,,+120,,,,False,team_not_in_game
MLB,2026-04-21,action,MLB:2026:04:21:ATL@WSN,MLB:2026:04:21:ATL-WSN,ATL @ WSN,moneyline,ATL_ml,,-130,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:ATL@WSN,MLB:2026:04:21:ATL-WSN,ATL @ WSN,moneyline,ATL_ml,,-127,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:ATL@WSN,MLB:2026:04:21:ATL-WSN,ATL @ WSN,total,game_total,8.5,-110,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:MIN@NYM,MLB:2026:04:21:MIN-NYM,MIN @ NYM,spread,MIN_spread,1.0,-115,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:MIN@NYM,MLB:2026:04:21:MIN-NYM,MIN @ NYM,moneyline,MIN_ml,,+145,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:MIN@NYM,MLB:2026:04:21:MIN-NYM,MIN @ NYM,moneyline,NYM_ml,,-162,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:MIN@NYM,MLB:2026:04:21:MIN-NYM,MIN @ NYM,moneyline,NYM_ml,,-163,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:MIN@NYM,MLB:2026:04:21:MIN-NYM,MIN @ NYM,moneyline,NYM_ml,,-170,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:MIN@NYM,MLB:2026:04:21:MIN-NYM,MIN @ NYM,moneyline,NYM_ml,,-175,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:MIN@NYM,MLB:2026:04:21:MIN-NYM,MIN @ NYM,moneyline,MIN_ml,,+154,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:MIN@NYM,MLB:2026:04:21:MIN-NYM,MIN @ NYM,spread,NYM_spread,-1.5,+126,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:PHI@CHC,MLB:2026:04:21:CHC-PHI,PHI @ CHC,moneyline,PHI_ml,,+150,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:PHI@CHC,MLB:2026:04:21:CHC-PHI,PHI @ CHC,total,game_total,8.5,-102,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:PHI@CHC,MLB:2026:04:21:CHC-PHI,PHI @ CHC,moneyline,CHC_ml,,-125,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:PHI@CHC,MLB:2026:04:21:CHC-PHI,PHI @ CHC,total,game_total,8.5,-110,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:PHI@CHC,MLB:2026:04:21:CHC-PHI,PHI @ CHC,moneyline,CHC_ml,,-124,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:PHI@CHC,MLB:2026:04:21:CHC-PHI,PHI @ CHC,total,game_total,8.5,-115,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:PHI@CHC,MLB:2026:04:21:CHC-PHI,PHI @ CHC,moneyline,PHI_ml,,+110,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:PHI@CHC,MLB:2026:04:21:CHC-PHI,PHI @ CHC,moneyline,PHI_ml,,+102,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:PHI@CHC,MLB:2026:04:21:CHC-PHI,PHI @ CHC,total,game_total,8.5,-115,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:PHI@CHC,MLB:2026:04:21:CHC-PHI,PHI @ CHC,moneyline,PHI_ml,,+105,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:PHI@CHC,MLB:2026:04:21:CHC-PHI,PHI @ CHC,moneyline,CHC_ml,,-118,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:BAL@KCR,MLB:2026:04:21:BAL-KCR,BAL @ KCR,total,game_total,9.0,-120,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:BAL@KCR,MLB:2026:04:21:BAL-KCR,BAL @ KCR,total,game_total,9.0,-115,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:BAL@KCR,MLB:2026:04:21:BAL-KCR,BAL @ KCR,total,game_total,9.0,-110,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:BAL@KCR,MLB:2026:04:21:BAL-KCR,BAL @ KCR,moneyline,BAL_ml,,+110,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:PIT@TEX,MLB:2026:04:21:PIT-TEX,PIT @ TEX,moneyline,PIT_ml,,+175,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:SDP@COL,MLB:2026:04:21:COL-SDP,SDP @ COL,moneyline,COL_ml,,+128,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:SDP@COL,MLB:2026:04:21:COL-SDP,SDP @ COL,total,game_total,11.0,-105,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:SDP@COL,MLB:2026:04:21:COL-SDP,SDP @ COL,moneyline,COL_ml,,+133,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:SDP@COL,MLB:2026:04:21:COL-SDP,SDP @ COL,moneyline,COL_ml,,+130,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:SDP@COL,MLB:2026:04:21:COL-SDP,SDP @ COL,moneyline,COL_ml,,+120,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:SDP@COL,MLB:2026:04:21:COL-SDP,SDP @ COL,total,game_total,11.5,-120,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:TOR@LAA,MLB:2026:04:21:LAA-TOR,TOR @ LAA,moneyline,TOR_ml,,+100,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:TOR@LAA,MLB:2026:04:21:LAA-TOR,TOR @ LAA,total,game_total,9.5,-112,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:CHW@ARI,MLB:2026:04:21:ARI-CHW,CHW @ ARI,moneyline,CWS_ml,,+135,,,,False,team_not_in_game
MLB,2026-04-21,action,MLB:2026:04:21:CHW@ARI,MLB:2026:04:21:ARI-CHW,CHW @ ARI,spread,ARI_spread,-1.5,+135,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:CHW@ARI,MLB:2026:04:21:ARI-CHW,CHW @ ARI,total,game_total,9.5,+105,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:CHW@ARI,MLB:2026:04:21:ARI-CHW,CHW @ ARI,total,game_total,9.5,-110,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:OAK@SEA,MLB:2026:04:21:OAK-SEA,OAK @ SEA,moneyline,ATH_ml,,+145,,,,False,team_not_in_game
MLB,2026-04-21,action,MLB:2026:04:21:OAK@SEA,MLB:2026:04:21:OAK-SEA,OAK @ SEA,moneyline,ATH_ml,,+140,,,,False,team_not_in_game
MLB,2026-04-21,action,MLB:2026:04:21:LAD@SFG,MLB:2026:04:21:LAD-SFG,LAD @ SFG,moneyline,SF_ml,,+158,,,,False,team_not_in_game
MLB,2026-04-21,action,MLB:2026:04:21:LAD@SFG,MLB:2026:04:21:LAD-SFG,LAD @ SFG,total,game_total,7.5,-105,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:LAD@SFG,MLB:2026:04:21:LAD-SFG,LAD @ SFG,moneyline,LAD_ml,,-180,,,,True,
MLB,2026-04-21,action,MLB:2026:04:21:LAD@SFG,MLB:2026:04:21:LAD-SFG,LAD @ SFG,moneyline,SF_ml,,+152,,,,False,team_not_in_game
MLB,2026-04-21,action,MLB:2026:04:21:LAD@SFG,MLB:2026:04:21:LAD-SFG,LAD @ SFG,moneyline,SF_ml,,+150,,,,False,team_not_in_game
MLB,2026-04-21,action,MLB:2026:04:21:LAD@SFG,MLB:2026:04:21:LAD-SFG,LAD @ SFG,spread,SF_spread,1.5,-110,,,,False,team_not_in_game
MLB,2026-04-21,action,MLB:2026:04:21:LAD@SFG,MLB:2026:04:21:LAD-SFG,LAD @ SFG,moneyline,LAD_ml,,-175,,,,True,
MLB,2026-04-20,action,MLB:2026:04:20:DET@BOS,MLB:2026:04:20:BOS-DET,DET @ BOS,moneyline,DET_ml,,+146,,,,True,
MLB,2026-04-20,action,MLB:2026:04:20:DET@BOS,MLB:2026:04:20:BOS-DET,DET @ BOS,moneyline,DET_ml,,+230,,,,True,
MLB,2026-04-20,action,MLB:2026:04:20:DET@BOS,MLB:2026:04:20:BOS-DET,DET @ BOS,total,game_total,7.5,+100,,,,True,
MLB,2026-04-20,action,MLB:2026:04:20:DET@BOS,MLB:2026:04:20:BOS-DET,DET @ BOS,total,game_total,8.5,-125,,,,True,
MLB,2026-04-20,action,MLB:2026:04:20:DET@BOS,MLB:2026:04:20:BOS-DET,DET @ BOS,total,game_total,8.0,-113,,,,True,
MLB,2026-04-20,action,MLB:2026:04:20:DET@BOS,MLB:2026:04:20:BOS-DET,DET @ BOS,total,game_total,8.0,-110,,,,True,
MLB,2026-04-20,action,MLB:2026:04:20:HOU@CLE,MLB:2026:04:20:CLE-HOU,HOU @ CLE,moneyline,CLE_ml,,-125,,,,True,
MLB,2026-04-20,action,MLB:2026:04:20:HOU@CLE,MLB:2026:04:20:CLE-HOU,HOU @ CLE,moneyline,HOU_ml,,+115,,,,True,
MLB,2026-04-20,action,MLB:2026:04:20:HOU@CLE,MLB:2026:04:20:CLE-HOU,HOU @ CLE,moneyline,CLE_ml,,-114,,,,True,
MLB,2026-04-20,action,MLB:2026:04:20:HOU@CLE,MLB:2026:04:20:CLE-HOU,HOU @ CLE,moneyline,HOU_ml,,+102,,,,True,
MLB,2026-04-20,action,MLB:2026:04:20:HOU@CLE,MLB:2026:04:20:CLE-HOU,HOU @ CLE,total,game_total,7.5,-115,,,,True,
MLB,2026-04-20,action,MLB:2026:04:20:HOU@CLE,MLB:2026:04:20:CLE-HOU,HOU @ CLE,total,game_total,8.0,-118,,,,True,
MLB,2026-04-20,action,MLB:2026:04:20:HOU@CLE,MLB:2026:04:20:CLE-HOU,HOU @ CLE,total,game_total,7.5,+100,,,,True,
MLB,2026-04-20,action,MLB:2026:04:20:HOU@CLE,MLB:2026:04:20:CLE-HOU,HOU @ CLE,total,game_total,8.5,-128,,,,True,
MLB,2026-04-20,action,MLB:2026:04:20:HOU@CLE,MLB:2026:04:20:CLE-HOU,HOU @ CLE,moneyline,CLE_ml,,-109,,,,True,
MLB,2026-04-20,action,MLB:2026:04:20:STL@MIA,MLB:2026:04:20:MIA-STL,STL @ MIA,moneyline,MIA_ml,,-134,,,,True,
MLB,2026-04-20,action,MLB:2026:04:20:STL@MIA,MLB:2026:04:20:MIA-STL,STL @ MIA,moneyline,BB_ml,,-123,,,,False,team_not_in_game
MLB,2026-04-20,action,MLB:2026:04:20:STL@MIA,MLB:2026:04:20:MIA-STL,STL @ MIA,moneyline,STL_ml,,+121,,,,True,
MLB,2026-04-20,action,MLB:2026:04:20:STL@MIA,MLB:2026:04:20:MIA-STL,STL @ MIA,spread,MIA_spread,-1.5,+158,,,,True,
MLB,2026-04-20,action,MLB:2026:04:20:STL@MIA,MLB:2026:04:20:MIA-STL,STL @ MIA,moneyline,STL_ml,,+113,,,,True,
MLB,2026-04-20,action,MLB:2026:04:20:STL@MIA,MLB:2026:04:20:MIA-STL,STL @ MIA,total,game_total,8.5,-110,,,,True,
MLB,2026-04-20,action,MLB:2026:04:20:STL@MIA,MLB:2026:04:20:MIA-STL,STL @ MIA,moneyline,BB_ml,,-135,,,,False,team_not_in_game
MLB,2026-04-20,action,MLB:2026:04:20:CIN@TBR,MLB:2026:04:20:CIN-TBR,CIN @ TBR,moneyline,CIN_ml,,+105,,,,True,
MLB,2026-04-20,action,MLB:2026:04:20:CIN@TBR,MLB:2026:04:20:CIN-TBR,CIN @ TBR,total,game_total,8.0,-105,,,,True,
MLB,2026-04-20,action,MLB:2026:04:20:ATL@WSN,MLB:2026:04:20:ATL-WSN,ATL @ WSN,moneyline,ATL_ml,,-156,,,,True,
MLB,2026-04-20,action,MLB:2026:04:20:ATL@WSN,MLB:2026:04:20:ATL-WSN,ATL @ WSN,total,game_total,8.0,-115,,,,True,
MLB,2026-04-20,action,MLB:2026:04:20:ATL@WSN,MLB:2026:04:20:ATL-WSN,ATL @ WSN,moneyline,WSH_ml,,+136,,,,False,team_not_in_game
MLB,2026-04-20,action,MLB:2026:04:20:ATL@WSN,MLB:2026:04:20:ATL-WSN,ATL @ WSN,total,game_total,8.5,-125,,,,True,
MLB,2026-04-20,action,MLB:2026:04:20:ATL@WSN,MLB:2026:04:20:ATL-WSN,ATL @ WSN,total,game_total,8.5,-121,,,,True,
MLB,2026-04-20,action,MLB:2026:04:20:PHI@CHC,MLB:2026:04:20:CHC-PHI,PHI @ CHC,moneyline,PHI_ml,,+100,,,,True,
MLB,2026-04-20,action,MLB:2026:04:20:PHI@CHC,MLB:2026:04:20:CHC-PHI,PHI @ CHC,total,game_total,7.5,-105,,,,True,
MLB,2026-04-20,action,MLB:2026:04:20:PHI@CHC,MLB:2026:04:20:CHC-PHI,PHI @ CHC,moneyline,CHC_ml,,-110,,,,True,
MLB,2026-04-20,action,MLB:2026:04:20:PHI@CHC,MLB:2026:04:20:CHC-PHI,PHI @ CHC,total,game_total,7.5,-102,,,,True,
MLB,2026-04-20,action,MLB:2026:04:20:PHI@CHC,MLB:2026:04:20:CHC-PHI,PHI @ CHC,total,game_total,8.0,-110,,,,True,
MLB,2026-04-20,action,MLB:2026:04:20:BAL@KCR,MLB:2026:04:20:BAL-KCR,BAL @ KCR,total,game_total,9.0,-114,,,,True,
MLB,2026-04-20,action,MLB:2026:04:20:BAL@KCR,MLB:2026:04:20:BAL-KCR,BAL @ KCR,moneyline,KC_ml,,+100,,,,False,team_not_in_game
MLB,2026-04-20,action,MLB:2026:04:20:BAL@KCR,MLB:2026:04:20:BAL-KCR,BAL @ KCR,total,game_total,8.5,-121,,,,True,
MLB,2026-04-20,action,MLB:2026:04:20:BAL@KCR,MLB:2026:04:20:BAL-KCR,BAL @ KCR,total,game_total,9.0,-105,,,,True,
MLB,2026-04-20,action,MLB:2026:04:20:BAL@KCR,MLB:2026:04:20:BAL-KCR,BAL @ KCR,total,game_total,8.5,-120,,,,True,
MLB,2026-04-20,action,MLB:2026:04:20:LAD@COL,MLB:2026:04:20:COL-LAD,LAD @ COL,spread,COL_spread,2.5,-120,,,,True,
MLB,2026-04-20,action,MLB:2026:04:20:LAD@COL,MLB:2026:04:20:COL-LAD,LAD @ COL,spread,COL_spread,2.5,-110,,,,True,
MLB,2026-04-20,action,MLB:2026:04:20:LAD@COL,MLB:2026:04:20:COL-LAD,LAD @ COL,total,game_total,11.5,-110,,,,True,
MLB,2026-04-20,action,MLB:2026:04:20:LAD@COL,MLB:2026:04:20:COL-LAD,LAD @ COL,total,game_total,11.0,-120,,,,True,
MLB,2026-04-20,action,MLB:2026:04:20:TOR@LAA,MLB:2026:04:20:LAA-TOR,TOR @ LAA,moneyline,LAA_ml,,+102,,,,True,
MLB,2026-04-20,action,MLB:2026:04:20:TOR@LAA,MLB:2026:04:20:LAA-TOR,TOR @ LAA,moneyline,LAA_ml,,+105,,,,True,
MLB,2026-04-20,action,MLB:2026:04:20:TOR@LAA,MLB:2026:04:20:LAA-TOR,TOR @ LAA,moneyline,TOR_ml,,-120,,,,True,
MLB,2026-04-20,action,MLB:2026:04:20:TOR@LAA,MLB:2026:04:20:LAA-TOR,TOR @ LAA,total,game_total,7.5,+100,,,,True,
MLB,2026-04-20,action,MLB:2026:04:20:OAK@SEA,MLB:2026:04:20:OAK-SEA,OAK @ SEA,moneyline,ATH_ml,,+124,,,,False,team_not_in_game
MLB,2026-04-20,action,MLB:2026:04:20:OAK@SEA,MLB:2026:04:20:OAK-SEA,OAK @ SEA,moneyline,ATH_ml,,+125,,,,False,team_not_in_game
MLB,2026-04-20,action,MLB:2026:04:20:OAK@SEA,MLB:2026:04:20:OAK-SEA,OAK @ SEA,total,game_total,8.0,-102,,,,True,
MLB,2026-04-20,action,MLB:2026:04:20:OAK@SEA,MLB:2026:04:20:OAK-SEA,OAK @ SEA,moneyline,ATH_ml,,+126,,,,False,team_not_in_game
MLB,2026-04-20,action,MLB:2026:04:20:OAK@SEA,MLB:2026:04:20:OAK-SEA,OAK @ SEA,moneyline,ATH_ml,,+130,,,,False,team_not_in_game
MLB,2026-04-20,action,MLB:2026:04:20:OAK@SEA,MLB:2026:04:20:OAK-SEA,OAK @ SEA,total,game_total,8.5,-120,,,,True,
MLB,2026-04-20,action,MLB:2026:04:20:OAK@SEA,MLB:2026:04:20:OAK-SEA,OAK @ SEA,total,game_total,8.0,-105,,,,True,
MLB,2026-04-19,action,MLB:2026:04:19:TBR@PIT,MLB:2026:04:19:PIT-TBR,TBR @ PIT,total,game_total,8.0,-102,,,,True,
MLB,2026-04-19,action,MLB:2026:04:19:SFG@WSN,MLB:2026:04:19:SFG-WSN,SFG @ WSN,moneyline,WSH_ml,,+125,,,,False,team_not_in_game
MLB,2026-04-19,action,MLB:2026:04:19:SFG@WSN,MLB:2026:04:19:SFG-WSN,SFG @ WSN,moneyline,SF_ml,,-140,,,,False,team_not_in_game
MLB,2026-04-19,action,MLB:2026:04:19:SFG@WSN,MLB:2026:04:19:SFG-WSN,SFG @ WSN,moneyline,WSH_ml,,+126,,,,False,team_not_in_game
MLB,2026-04-19,action,MLB:2026:04:19:KCR@NYY,MLB:2026:04:19:KCR-NYY,KCR @ NYY,total,game_total,8.0,-115,,,,True,
MLB,2026-04-19,action,MLB:2026:04:19:KCR@NYY,MLB:2026:04:19:KCR-NYY,KCR @ NYY,moneyline,KC_ml,,+125,,,,False,team_not_in_game
MLB,2026-04-19,action,MLB:2026:04:19:BAL@CLE,MLB:2026:04:19:BAL-CLE,BAL @ CLE,moneyline,BAL_ml,,+100,,,,True,
MLB,2026-04-19,action,MLB:2026:04:19:BAL@CLE,MLB:2026:04:19:BAL-CLE,BAL @ CLE,moneyline,CLE_ml,,-115,,,,True,
MLB,2026-04-19,action,MLB:2026:04:19:BAL@CLE,MLB:2026:04:19:BAL-CLE,BAL @ CLE,moneyline,BAL_ml,,+105,,,,True,
MLB,2026-04-19,action,MLB:2026:04:19:BAL@CLE,MLB:2026:04:19:BAL-CLE,BAL @ CLE,total,game_total,7.0,-105,,,,True,
MLB,2026-04-19,action,MLB:2026:04:19:BAL@CLE,MLB:2026:04:19:BAL-CLE,BAL @ CLE,total,game_total,7.0,-110,,,,True,
MLB,2026-04-19,action,MLB:2026:04:19:MIL@MIA,MLB:2026:04:19:MIA-MIL,MIL @ MIA,moneyline,MIL_ml,,-120,,,,True,
MLB,2026-04-19,action,MLB:2026:04:19:MIL@MIA,MLB:2026:04:19:MIA-MIL,MIL @ MIA,total,game_total,8.0,-125,,,,True,
MLB,2026-04-19,action,MLB:2026:04:19:MIL@MIA,MLB:2026:04:19:MIA-MIL,MIL @ MIA,moneyline,MIA_ml,,-105,,,,True,
MLB,2026-04-19,action,MLB:2026:04:19:MIL@MIA,MLB:2026:04:19:MIA-MIL,MIL @ MIA,moneyline,MIA_ml,,+102,,,,True,
MLB,2026-04-19,action,MLB:2026:04:19:MIL@MIA,MLB:2026:04:19:MIA-MIL,MIL @ MIA,total,game_total,7.5,+110,,,,True,
MLB,2026-04-19,action,MLB:2026:04:19:MIL@MIA,MLB:2026:04:19:MIA-MIL,MIL @ MIA,total,game_total,8.0,-110,,,,True,
MLB,2026-04-19,action,MLB:2026:04:19:CIN@MIN,MLB:2026:04:19:CIN-MIN,CIN @ MIN,moneyline,MIN_ml,,+280,,,,True,
MLB,2026-04-19,action,MLB:2026:04:19:CIN@MIN,MLB:2026:04:19:CIN-MIN,CIN @ MIN,moneyline,BB_ml,,+150,,,,False,team_not_in_game
MLB,2026-04-19,action,MLB:2026:04:19:CIN@MIN,MLB:2026:04:19:CIN-MIN,CIN @ MIN,total,game_total,8.0,-110,,,,True,
MLB,2026-04-19,action,MLB:2026:04:19:CIN@MIN,MLB:2026:04:19:CIN-MIN,CIN @ MIN,total,game_total,8.0,-105,,,,True,
MLB,2026-04-19,action,MLB:2026:04:19:CIN@MIN,MLB:2026:04:19:CIN-MIN,CIN @ MIN,moneyline,CIN_ml,,+108,,,,True,
MLB,2026-04-19,action,MLB:2026:04:19:STL@HOU,MLB:2026:04:19:HOU-STL,STL @ HOU,total,game_total,8.5,-118,,,,True,
MLB,2026-04-19,action,MLB:2026:04:19:STL@HOU,MLB:2026:04:19:HOU-STL,STL @ HOU,moneyline,STL_ml,,+125,,,,True,
MLB,2026-04-19,action,MLB:2026:04:19:NYM@CHC,MLB:2026:04:19:CHC-NYM,NYM @ CHC,moneyline,NYM_ml,,+120,,,,True,
MLB,2026-04-19,action,MLB:2026:04:19:NYM@CHC,MLB:2026:04:19:CHC-NYM,NYM @ CHC,moneyline,NYM_ml,,+107,,,,True,
MLB,2026-04-19,action,MLB:2026:04:19:NYM@CHC,MLB:2026:04:19:CHC-NYM,NYM @ CHC,total,game_total,8.5,-115,,,,True,
MLB,2026-04-19,action,MLB:2026:04:19:NYM@CHC,MLB:2026:04:19:CHC-NYM,NYM @ CHC,moneyline,NYM_ml,,+115,,,,True,
MLB,2026-04-19,action,MLB:2026:04:19:LAD@COL,MLB:2026:04:19:COL-LAD,LAD @ COL,spread,COL_spread,1.5,+135,,,,True,
MLB,2026-04-19,action,MLB:2026:04:19:LAD@COL,MLB:2026:04:19:COL-LAD,LAD @ COL,total,game_total,11.5,-104,,,,True,
MLB,2026-04-19,action,MLB:2026:04:19:LAD@COL,MLB:2026:04:19:COL-LAD,LAD @ COL,spread,COL_spread,2.5,-115,,,,True,
MLB,2026-04-19,action,MLB:2026:04:19:LAD@COL,MLB:2026:04:19:COL-LAD,LAD @ COL,total,game_total,11.5,-105,,,,True,
MLB,2026-04-19,action,MLB:2026:04:19:LAD@COL,MLB:2026:04:19:COL-LAD,LAD @ COL,total,game_total,11.0,-120,,,,True,
MLB,2026-04-19,action,MLB:2026:04:19:CHW@OAK,MLB:2026:04:19:CHW-OAK,CHW @ OAK,moneyline,ATH_ml,,-155,,,,False,team_not_in_game
MLB,2026-04-19,action,MLB:2026:04:19:CHW@OAK,MLB:2026:04:19:CHW-OAK,CHW @ OAK,moneyline,CWS_ml,,+135,,,,False,team_not_in_game
MLB,2026-04-19,action,MLB:2026:04:19:CHW@OAK,MLB:2026:04:19:CHW-OAK,CHW @ OAK,total,game_total,9.0,-115,,,,True,
MLB,2026-04-19,action,MLB:2026:04:19:CHW@OAK,MLB:2026:04:19:CHW-OAK,CHW @ OAK,total,game_total,9.0,-114,,,,True,
MLB,2026-04-19,action,MLB:2026:04:19:SDP@LAA,MLB:2026:04:19:LAA-SDP,SDP @ LAA,total,game_total,9.0,+100,,,,True,
MLB,2026-04-19,action,MLB:2026:04:19:SDP@LAA,MLB:2026:04:19:LAA-SDP,SDP @ LAA,moneyline,SD_ml,,-115,,,,False,team_not_in_game
MLB,2026-04-19,action,MLB:2026:04:19:TEX@SEA,MLB:2026:04:19:SEA-TEX,TEX @ SEA,moneyline,TEX_ml,,+121,,,,True,
MLB,2026-04-19,action,MLB:2026:04:19:TEX@SEA,MLB:2026:04:19:SEA-TEX,TEX @ SEA,moneyline,TEX_ml,,+120,,,,True,
MLB,2026-04-19,action,MLB:2026:04:19:TEX@SEA,MLB:2026:04:19:SEA-TEX,TEX @ SEA,total,game_total,7.5,+120,,,,True,
MLB,2026-04-19,action,MLB:2026:04:19:TEX@SEA,MLB:2026:04:19:SEA-TEX,TEX @ SEA,total,game_total,7.0,-105,,,,True,
MLB,2026-04-19,action,MLB:2026:04:19:TOR@ARI,MLB:2026:04:19:ARI-TOR,TOR @ ARI,moneyline,TOR_ml,,-106,,,,True,
MLB,2026-04-19,action,MLB:2026:04:19:TOR@ARI,MLB:2026:04:19:ARI-TOR,TOR @ ARI,moneyline,TOR_ml,,-110,,,,True,
MLB,2026-04-19,action,MLB:2026:04:19:DET@BOS,MLB:2026:04:19:BOS-DET,DET @ BOS,moneyline,DET_ml,,+120,,,,True,
MLB,2026-04-19,action,MLB:2026:04:19:DET@BOS,MLB:2026:04:19:BOS-DET,DET @ BOS,moneyline,BOS_ml,,-140,,,,True,
MLB,2026-04-19,action,MLB:2026:04:19:ATL@PHI,MLB:2026:04:19:ATL-PHI,ATL @ PHI,moneyline,PHI_ml,,+103,,,,True,
MLB,2026-04-19,action,MLB:2026:04:19:ATL@PHI,MLB:2026:04:19:ATL-PHI,ATL @ PHI,moneyline,PHI_ml,,+102,,,,True,
MLB,2026-04-19,action,MLB:2026:04:19:ATL@PHI,MLB:2026:04:19:ATL-PHI,ATL @ PHI,moneyline,ATL_ml,,-110,,,,True,
MLB,2026-04-19,action,MLB:2026:04:19:ATL@PHI,MLB:2026:04:19:ATL-PHI,ATL @ PHI,moneyline,PHI_ml,,-110,,,,True,
MLB,2026-04-19,action,MLB:2026:04:19:ATL@PHI,MLB:2026:04:19:ATL-PHI,ATL @ PHI,moneyline,BB_ml,,+120,,,,False,team_not_in_game
MLB,2026-04-19,action,MLB:2026:04:19:ATL@PHI,MLB:2026:04:19:ATL-PHI,ATL @ PHI,moneyline,PHI_ml,,-120,,,,True,
MLB,2026-04-19,action,MLB:2026:04:19:ATL@PHI,MLB:2026:04:19:ATL-PHI,ATL @ PHI,total,game_total,8.0,-107,,,,True,
MLB,2026-04-19,action,MLB:2026:04:19:ATL@PHI,MLB:2026:04:19:ATL-PHI,ATL @ PHI,total,game_total,8.5,-112,,,,True,
MLB,2026-04-18,action,MLB:2026:04:18:KCR@NYY,MLB:2026:04:18:KCR-NYY,KCR @ NYY,total,game_total,8.0,-105,,,,True,
MLB,2026-04-18,action,MLB:2026:04:18:KCR@NYY,MLB:2026:04:18:KCR-NYY,KCR @ NYY,moneyline,NYY_ml,,-164,,,,True,
MLB,2026-04-18,action,MLB:2026:04:18:KCR@NYY,MLB:2026:04:18:KCR-NYY,KCR @ NYY,spread,NYY_spread,-1.5,+150,,,,True,
MLB,2026-04-18,action,MLB:2026:04:18:KCR@NYY,MLB:2026:04:18:KCR-NYY,KCR @ NYY,moneyline,KC_ml,,+140,,,,False,team_not_in_game
MLB,2026-04-18,action,MLB:2026:04:18:CIN@MIN,MLB:2026:04:18:CIN-MIN,CIN @ MIN,moneyline,MIN_ml,,-126,,,,True,
MLB,2026-04-18,action,MLB:2026:04:18:CIN@MIN,MLB:2026:04:18:CIN-MIN,CIN @ MIN,moneyline,CIN_ml,,+119,,,,True,
