sport,severity,issue_type,file,source,date,event_key,matchup_key,market_type,selection,line,player_key,pick_id,details,count
MLB,WARN,null selection,out/normalized_action_mlb.json,action,2026-04-27,MLB:2026:04:27:STL@PIT,MLB:2026:04:27:PIT-STL,player_prop,,,,d41ef2c348d764d437f645659ce60a43a97bf1ea132142481ab4cef8470f98d4,,1
MLB,WARN,null line where line is required,out/normalized_action_mlb.json,action,2026-04-27,MLB:2026:04:27:STL@PIT,MLB:2026:04:27:PIT-STL,player_prop,,,,d41ef2c348d764d437f645659ce60a43a97bf1ea132142481ab4cef8470f98d4,market_type=player_prop,1
MLB,WARN,missing player_key on prop,out/normalized_action_mlb.json,action,2026-04-27,MLB:2026:04:27:STL@PIT,MLB:2026:04:27:PIT-STL,player_prop,,,,0a904b37abd85b01c744c35c9bd84a7be5495056fb25a26ba30dcda8c1c1e27e,,1
MLB,WARN,null selection,out/normalized_action_mlb.json,action,2026-04-27,MLB:2026:04:27:STL@PIT,MLB:2026:04:27:PIT-STL,player_prop,,,,0a904b37abd85b01c744c35c9bd84a7be5495056fb25a26ba30dcda8c1c1e27e,,1
MLB,WARN,null line where line is required,out/normalized_action_mlb.json,action,2026-04-27,MLB:2026:04:27:STL@PIT,MLB:2026:04:27:PIT-STL,player_prop,,,,0a904b37abd85b01c744c35c9bd84a7be5495056fb25a26ba30dcda8c1c1e27e,market_type=player_prop,1
MLB,WARN,missing player_key on prop,out/normalized_action_mlb.json,action,2026-04-27,MLB:2026:04:27:STL@PIT,MLB:2026:04:27:PIT-STL,player_prop,,,,5ec4da8340d6d14f6506621c9db46d8513f72b1198d8af158d86eb3db87bc0de,,1
MLB,WARN,null selection,out/normalized_action_mlb.json,action,2026-04-27,MLB:2026:04:27:STL@PIT,MLB:2026:04:27:PIT-STL,player_prop,,,,5ec4da8340d6d14f6506621c9db46d8513f72b1198d8af158d86eb3db87bc0de,,1
MLB,WARN,null line where line is required,out/normalized_action_mlb.json,action,2026-04-27,MLB:2026:04:27:STL@PIT,MLB:2026:04:27:PIT-STL,player_prop,,,,5ec4da8340d6d14f6506621c9db46d8513f72b1198d8af158d86eb3db87bc0de,market_type=player_prop,1
MLB,WARN,missing player_key on prop,out/normalized_action_mlb.json,action,2026-04-27,MLB:2026:04:27:STL@PIT,MLB:2026:04:27:PIT-STL,player_prop,,,,bfc341a2e3a7d756290d4e40f210a76393d084d31dda164e094368c00cacd49c,,1
MLB,WARN,null selection,out/normalized_action_mlb.json,action,2026-04-27,MLB:2026:04:27:STL@PIT,MLB:2026:04:27:PIT-STL,player_prop,,,,bfc341a2e3a7d756290d4e40f210a76393d084d31dda164e094368c00cacd49c,,1
MLB,WARN,null line where line is required,out/normalized_action_mlb.json,action,2026-04-27,MLB:2026:04:27:STL@PIT,MLB:2026:04:27:PIT-STL,player_prop,,,,bfc341a2e3a7d756290d4e40f210a76393d084d31dda164e094368c00cacd49c,market_type=player_prop,1
MLB,WARN,missing player_key on prop,out/normalized_action_mlb.json,action,2026-04-27,MLB:2026:04:27:STL@PIT,MLB:2026:04:27:PIT-STL,player_prop,,,,06751ec8a1176ba4348a6a7b7d40815c98d848abc6d1b59194920ee6d7c3d467,,1
MLB,WARN,null selection,out/normalized_action_mlb.json,action,2026-04-27,MLB:2026:04:27:STL@PIT,MLB:2026:04:27:PIT-STL,player_prop,,,,06751ec8a1176ba4348a6a7b7d40815c98d848abc6d1b59194920ee6d7c3d467,,1
MLB,WARN,null line where line is required,out/normalized_action_mlb.json,action,2026-04-27,MLB:2026:04:27:STL@PIT,MLB:2026:04:27:PIT-STL,player_prop,,,,06751ec8a1176ba4348a6a7b7d40815c98d848abc6d1b59194920ee6d7c3d467,market_type=player_prop,1
MLB,WARN,missing player_key on prop,out/normalized_action_mlb.json,action,2026-04-27,MLB:2026:04:27:TBR@CLE,MLB:2026:04:27:CLE-TBR,player_prop,,,,1ed0937fa21ed0f0f41fe41e3c29cb407e7dc40ca7d6b36c36ae97ffb11be86d,,1
MLB,WARN,null selection,out/normalized_action_mlb.json,action,2026-04-27,MLB:2026:04:27:TBR@CLE,MLB:2026:04:27:CLE-TBR,player_prop,,,,1ed0937fa21ed0f0f41fe41e3c29cb407e7dc40ca7d6b36c36ae97ffb11be86d,,1
MLB,WARN,null line where line is required,out/normalized_action_mlb.json,action,2026-04-27,MLB:2026:04:27:TBR@CLE,MLB:2026:04:27:CLE-TBR,player_prop,,,,1ed0937fa21ed0f0f41fe41e3c29cb407e7dc40ca7d6b36c36ae97ffb11be86d,market_type=player_prop,1
MLB,WARN,missing player_key on prop,out/normalized_action_mlb.json,action,2026-04-27,MLB:2026:04:27:TBR@CLE,MLB:2026:04:27:CLE-TBR,player_prop,,,,21157fd01f97b3fb73043a19fa76f4608c957fa05021f8b13a9861441ed82203,,1
MLB,WARN,null selection,out/normalized_action_mlb.json,action,2026-04-27,MLB:2026:04:27:TBR@CLE,MLB:2026:04:27:CLE-TBR,player_prop,,,,21157fd01f97b3fb73043a19fa76f4608c957fa05021f8b13a9861441ed82203,,1
MLB,WARN,null line where line is required,out/normalized_action_mlb.json,action,2026-04-27,MLB:2026:04:27:TBR@CLE,MLB:2026:04:27:CLE-TBR,player_prop,,,,21157fd01f97b3fb73043a19fa76f4608c957fa05021f8b13a9861441ed82203,market_type=player_prop,1
