pick_id,date,sport,game_label,bet_label,market,selection,line,auto_tier,tier_reason,support_count,pattern_name,auto_included,wilson_score,confidence_score,gate_reason,source_list
deeac9a0b9efc044223ce9441e375374d97971109d53c0d4adb9594b7dd944d6,2026-04-15,NBA,? @ ?,Paolo Banchero OVER 22.5 points,player_prop,NBA:paolo_banchero::points::OVER,22.5,A,"A:, pattern 'Mike Barner [sportsline] player_prop' (174-133, 56.7%), Wilson 0.591, 2 sources, record 469-431 (52.5%, n=900, consensus_market_stat), confidence 69/100, adj: recency -0.020, expert +0.015, stat +0.010, line_bucket +0.010",2,Mike Barner [sportsline] player_prop,True,0.5914,69,,covers|sportsline
185b601523896aea15f39cd8157ec0913055c89ea0a527223a9f388664795cc6,2026-04-15,NBA,POR @ PHX,Mark Williams UNDER 8.5 rebounds,player_prop,NBA:mark_williams::rebounds::UNDER,8.5,A,"A:, pattern 'OddsTrader AI [oddstrader] player_prop' (36-17, 67.9%), Wilson 0.543, 1 source, record 41-23 (64.1%, n=64, combo_market_stat), confidence 44/100, adj: recency +0.030, stat +0.010, line_bucket +0.010",1,OddsTrader AI [oddstrader] player_prop,True,0.5434,44,,oddstrader
3d7300fa312ddf0a5720e4da4a337476cc07d0ac9d60a74498f135ac858e20b1,2026-04-15,NBA,ORL @ PHI,Adem Bona UNDER 5.5 rebounds,player_prop,NBA:adem_bona::rebounds::UNDER,5.5,A,"A:, pattern 'OddsTrader AI [oddstrader] player_prop' (36-17, 67.9%), Wilson 0.543, 1 source, record 41-23 (64.1%, n=64, combo_market_stat), confidence 44/100, adj: recency +0.030, stat +0.010, line_bucket +0.010",1,OddsTrader AI [oddstrader] player_prop,True,0.5434,44,,oddstrader
b521b3f8e355018209a31dbf666a6be472e2c6d4d2a91f10dd15ac573d60ae6a,2026-04-15,NBA,ORL @ PHI,Jalen Suggs UNDER 14.5 points,player_prop,NBA:jalen_suggs::points::UNDER,14.5,A,"A:, pattern 'BetQL Model [betql] player_prop' (2433-2203, 52.5%), Wilson 0.530, 1 source, record 3325-3143 (51.4%, n=6468, combo_market_stat), confidence 37/100, adj: recency +0.020, stat +0.010, line_bucket +0.010",1,BetQL Model [betql] player_prop,True,0.53,37,,betql
afdc0aba5a6096cd84bff39b8a6d708e37cebd1fa628091f389814096778cca7,2026-04-15,NBA,ORL @ PHI,K Oubre UNDER 14.5 points,player_prop,NBA:k_oubre::points::UNDER,14.5,A,"A:, pattern 'BetQL Model [betql] player_prop' (2433-2203, 52.5%), Wilson 0.530, 1 source, record 3325-3143 (51.4%, n=6468, combo_market_stat), confidence 37/100, adj: recency +0.020, stat +0.010, line_bucket +0.010",1,BetQL Model [betql] player_prop,True,0.53,37,,betql
208e8f7753d5a0228dda67691ce5686876ab3f29e313bb1da122dd16cf14edf5,2026-04-15,NBA,ORL @ PHI,Adem Bona UNDER 5.5 points,player_prop,NBA:adem_bona::points::UNDER,5.5,A,"A:, pattern 'BetQL Model [betql] player_prop' (2433-2203, 52.5%), Wilson 0.530, 1 source, record 3325-3143 (51.4%, n=6468, combo_market_stat), confidence 37/100, adj: recency +0.020, stat +0.010, line_bucket +0.010",1,BetQL Model [betql] player_prop,True,0.53,37,,betql
d9dfa0f1e5bc49be220ccaa64cca04ecfb84c158d12d2f2ca92044f57b99845f,2026-04-15,NBA,? @ ?,Draymond Green OVER 5.5 assists,player_prop,NBA:draymond_green::assists::OVER,5.5,A,"A:, pattern 'Mike Barner assists prop OVER' (17-8, 68.0%), Wilson 0.513, 2 sources, record 17-8 (68.0%, n=25, pattern_hist), confidence 28/100, adj: recency -0.020, expert +0.015, line_bucket +0.010",2,Mike Barner assists prop OVER,True,0.5127,28,,covers|sportsline
993dd80d6d27ff6d094da892aefdc6c51268abe0de7ae282a68e9e8acfeb1ea7,2026-04-15,NBA,? @ ?,Draymond Green OVER 5.5 assists,player_prop,NBA:draymond_green::assists::OVER,5.5,A,"A:, pattern 'Mike Barner assists prop OVER' (17-8, 68.0%), Wilson 0.511, 2 sources, record 17-8 (68.0%, n=25, pattern_hist), confidence 27/100, adj: recency -0.020, expert +0.015, line_bucket +0.010",2,Mike Barner assists prop OVER,True,0.5115,27,,covers|sportsline
55ff4069213804ac9b3e7a63f00423b6db8aa270becf8d261f4fa7bc8c521456,2026-04-15,NBA,ORL @ PHI,Andre Drummond UNDER 9.5 rebounds,player_prop,NBA:andre_drummond::rebounds::UNDER,9.5,A,"A:, pattern 'BetQL Model [betql] player_prop' (469-338, 58.1%), Wilson 0.507, 1 source, record 1653-1609 (50.7%, n=3262, combo_market_stat), confidence 25/100, adj: stat +0.010, line_bucket +0.010",1,BetQL Model [betql] player_prop,True,0.5075,25,,betql
fab1987d1e3c72e146afcb3bbd884f7600a1d13323dd08a6d27854d6daa5bee5,2026-04-15,NBA,ORL @ PHI,Paul George UNDER 3.5 assists,player_prop,NBA:paul_george::assists::UNDER,3.5,A,"A:, pattern 'OddsTrader assists prop UNDER' (23-11, 67.6%), Wilson 0.481, 1 source, record 32-28 (53.3%, n=60, combo_market_stat), confidence 11/100, adj: recency -0.020, line_bucket +0.010",1,OddsTrader assists prop UNDER,True,0.481,11,,oddstrader
b7fe35b5960cfb3c51acca64c41cd4fa17c87549b1d6965a458972aab03857ec,2026-04-15,NBA,ORL @ PHI,W Carter UNDER 1.5 assists,player_prop,NBA:w_carter::assists::UNDER,1.5,A,"A:, pattern 'OddsTrader assists prop UNDER' (23-11, 67.6%), Wilson 0.481, 1 source, record 32-28 (53.3%, n=60, combo_market_stat), confidence 11/100, adj: recency -0.020, line_bucket +0.010",1,OddsTrader assists prop UNDER,True,0.481,11,,oddstrader
