pick_id,date,sport,game_label,bet_label,market,selection,line,auto_tier,tier_reason,support_count,pattern_name,auto_included,wilson_score,confidence_score,gate_reason,source_list
12f7b94853ef81a3c67e30919b4cd3ce0f777efcf50a3efa9018d57047cbbefe,2026-04-10,NBA,DET @ CHA,Kon Knueppel UNDER 18.5 points,player_prop,NBA:kon_knueppel::points::UNDER,18.5,A,"A:, pattern 'Alex Selesnick [sportsline] player_prop' (36-21, 63.2%), Wilson 0.566, 1 source, record 458-400 (53.4%, n=858, combo_market_stat), confidence 56/100, adj: recency +0.020, expert +0.015, stat +0.010, line_bucket +0.010",1,Alex Selesnick [sportsline] player_prop,True,0.5659,56,,sportsline
44a30e427ab16bef101e136fde8663aabfec463091fb6e1225a3437d86ac333b,2026-04-10,NBA,CLE @ ATL,O Okongwu UNDER 8.5 rebounds,player_prop,NBA:o_okongwu::rebounds::UNDER,8.5,A,"A:, pattern 'OddsTrader AI [oddstrader] player_prop' (36-17, 67.9%), Wilson 0.543, 1 source, record 41-23 (64.1%, n=64, combo_market_stat), confidence 44/100, adj: recency +0.030, stat +0.010, line_bucket +0.010",1,OddsTrader AI [oddstrader] player_prop,True,0.5434,44,,oddstrader
17c3a4f7d092df39ab1d74daaebe0d533ac938be98b4c4fd495383ad04946a79,2026-04-10,NBA,PHI @ IND,Tyrese Maxey UNDER 29.5 points,player_prop,NBA:tyrese_maxey::points::UNDER,29.5,A,"A:, pattern 'OddsTrader AI [oddstrader] player_prop' (69-38, 64.5%), Wilson 0.541, 1 source, record 96-83 (53.6%, n=179, combo_market_stat), confidence 43/100, adj: recency +0.030, stat +0.010, line_bucket +0.010",1,OddsTrader AI [oddstrader] player_prop,True,0.541,43,,oddstrader
38b375af400c0fcb9c48a65a7786927588eb27082ac0adc258d6f03b5ca41631,2026-04-10,NBA,NOP @ BOS,NOP +17 (NOP@BOS),spread,NOP,17.0,A,"A:, pattern 'OddsTrader spread NOP' (34-7, 82.9%), Wilson 0.482, 1 source, record 18-11 (64.3%, n=29, combo_market_direction), confidence 12/100, adj: recency +0.020",1,OddsTrader spread NOP,True,0.4824,12,,oddstrader
8f97c099d171c54754116a73e6802d5a2561db45c3b58098c305182250f47859,2026-04-10,NBA,NOP @ BOS,Derrick White UNDER 5.5 assists,player_prop,NBA:derrick_white::assists::UNDER,5.5,A,"A:, pattern 'OddsTrader assists prop UNDER' (23-11, 67.6%), Wilson 0.481, 1 source, record 32-28 (53.3%, n=60, combo_market_stat), confidence 11/100, adj: recency -0.020, line_bucket +0.010",1,OddsTrader assists prop UNDER,True,0.481,11,,oddstrader
001b168bb2ce096100b1431dc5ba1c84e95e199080c96f6cef849a59d6091134,2026-04-10,NBA,NOP @ BOS,Payton Pritchard UNDER 6.5 assists,player_prop,NBA:payton_pritchard::assists::UNDER,6.5,A,"A:, pattern 'OddsTrader assists prop UNDER' (23-11, 67.6%), Wilson 0.481, 1 source, record 32-28 (53.3%, n=60, combo_market_stat), confidence 11/100, adj: recency -0.020, line_bucket +0.010",1,OddsTrader assists prop UNDER,True,0.481,11,,oddstrader
0fdfdc5268f6f3449ff68861f80caefb51c1a267c5db9bfa9fd095f136b1fd07,2026-04-10,NBA,? @ ?,Paolo Banchero OVER 8.5 rebounds,player_prop,NBA:paolo_banchero::rebounds::OVER,8.5,B,"B:, no pattern match, Wilson 0.577, 2 sources, record 175-141 (56.6%, n=316, consensus_market_stat), confidence 61/100, adj: recency -0.020, stat +0.010, line_bucket +0.010",2,,True,0.5765,61,,covers|sportsline
641a692bb6cac9ced2d779a89664ea94de5dc93c5f9b5a2210caf179848ee995,2026-04-10,NBA,? @ ?,Scoot Henderson UNDER 22.0 pts+reb+ast,player_prop,NBA:scoot_henderson::pts_reb_ast::UNDER,22.0,B,"B:, pattern 'Markus Markets (expert)' (131-93, 58.5%), Wilson 0.572, 2 sources, record 777-702 (53.1%, n=1479, consensus_market), confidence 59/100, adj: expert +0.015, line_bucket +0.010",2,Markus Markets (expert),True,0.5718,59,,action|bettingpros_props
927086d7fe9681da97f37454192ee210b4d8ad11654ddf491a0e5d1663b75c14,2026-04-10,NBA,BKN @ MIL,Ryan Rollins UNDER 32.5 pts+reb+ast,player_prop,NBA:ryan_rollins::pts_reb_ast::UNDER,32.5,B,"B:, pattern 'Markus Markets (expert)' (131-93, 58.5%), Wilson 0.562, 2 sources, record 777-702 (53.1%, n=1479, consensus_market), confidence 54/100, adj: expert +0.015",2,Markus Markets (expert),True,0.5618,54,,action|bettingpros_props
933ded36265b214d2a4b32b65e602d6e07a7b03ace1ecc539a1ef8d6df4f8a63,2026-04-10,NBA,LAC @ POR,Deni Avdija OVER 6.5 rebounds,player_prop,NBA:deni_avdija::rebounds::OVER,6.5,B,"B:, pattern 'sportsline player prop OVER' (775-682, 53.2%), Wilson 0.556, 1 source, record 89-88 (50.3%, n=177, combo_market_stat), confidence 51/100, adj: recency +0.030, stat +0.010, line_bucket +0.010",1,sportsline player prop OVER,True,0.5565,51,,sportsline
b4d61c8932c148934fc52ba124ba24205f7044c63f209a3d6ac9c0258d0967c1,2026-04-10,NBA,? @ ?,M Bridges OVER 12.5 points,player_prop,NBA:m_bridges::points::OVER,12.5,B,"B:, no pattern match, Wilson 0.556, 2 sources, record 469-431 (52.5%, n=900, consensus_market_stat), confidence 50/100, adj: stat +0.010, line_bucket +0.010",2,,True,0.5558,50,,bettingpros_props|covers
d895c0aca27fac880421e9e9a732de005ef789223fb62d8a4380fa823e660c2a,2026-04-10,NBA,? @ ?,Bam Adebayo UNDER 24.5 points,player_prop,NBA:bam_adebayo::points::UNDER,24.5,B,"B:, pattern 'EV Model Rating Star [covers] player_prop' (87-65, 57.2%), Wilson 0.555, 2 sources, record 469-431 (52.5%, n=900, consensus_market_stat), confidence 50/100, adj: stat +0.010, line_bucket +0.010",2,EV Model Rating Star [covers] player_prop,True,0.5546,50,,bettingpros_props|covers
86e1fbaff9bdd2f9941609ed5cee1d20fb7c3803ed7e3e5803965bf9be4027ca,2026-04-10,NBA,? @ ?,Victor Wembanyama OVER 19.5 points,player_prop,NBA:victor_wembanyama::points::OVER,19.5,B,"B:, no pattern match, Wilson 0.555, 2 sources, record 469-431 (52.5%, n=900, consensus_market_stat), confidence 50/100, adj: stat +0.010, line_bucket +0.010",2,,True,0.5546,50,,bettingpros_props|covers
217fc8229dd9c2fc84c449af311b846a2fcec62a1401cc94c54643d2ad5412af,2026-04-10,NBA,? @ ?,M Bagley UNDER 14.0 points,player_prop,NBA:m_bagley::points::UNDER,14.0,B,"B:, pattern 'EV Model Rating Star [covers] player_prop' (87-65, 57.2%), Wilson 0.555, 2 sources, record 469-431 (52.5%, n=900, consensus_market_stat), confidence 50/100, adj: stat +0.010, line_bucket +0.010",2,EV Model Rating Star [covers] player_prop,True,0.5546,50,,bettingpros_props|covers
c7e44b38720bd9da8a04cdec9fccedd7a03fc02f6fbc53518abbac00058894d2,2026-04-10,NBA,? @ ?,Ayo Dosunmu UNDER 19.5 points,player_prop,NBA:ayo_dosunmu::points::UNDER,19.5,B,"B:, pattern 'EV Model Rating Star [covers] player_prop' (87-65, 57.2%), Wilson 0.555, 2 sources, record 469-431 (52.5%, n=900, consensus_market_stat), confidence 50/100, adj: stat +0.010, line_bucket +0.010",2,EV Model Rating Star [covers] player_prop,True,0.5546,50,,bettingpros_props|covers
70e1bc86b408333f07c98adc8d31fa3b5e829621d83bd0119ed8385de6b38859,2026-04-10,NBA,? @ ?,Jrue Holiday UNDER 17.5 points,player_prop,NBA:jrue_holiday::points::UNDER,17.5,B,"B:, pattern 'EV Model Rating Star [covers] player_prop' (87-65, 57.2%), Wilson 0.555, 2 sources, record 469-431 (52.5%, n=900, consensus_market_stat), confidence 50/100, adj: stat +0.010, line_bucket +0.010",2,EV Model Rating Star [covers] player_prop,True,0.5546,50,,bettingpros_props|covers
