avg_odds,bets_with_units,losses,n,net_units,odds_count,odds_sum,pushes,rating_bucket,roi,source_id,total_stake,units_missing_count,wilson_lower,win_pct,wins
,9,9,11,-9.0,0,0.0,0,unrated,-1.0,action,9.0,2,0.0514,0.18181818181818182,2
