pick_id,date,sport,game_label,bet_label,market,selection,line,auto_tier,tier_reason,support_count,pattern_name,auto_included,wilson_score,confidence_score,gate_reason,source_list
c174007e8071d2ac87ad115fa8e6eeb209000ea886265a46792caed3578e45a7,2026-04-20,NBA,? @ ?,Cameron Johnson OVER 12.0 points,player_prop,NBA:cameron_johnson::points::OVER,12.0,A,"A:, pattern 'Mike Barner points prop' (164-121, 57.5%), Wilson 0.593, 2 sources, record 469-431 (52.5%, n=900, consensus_market_stat), confidence 70/100, adj: expert +0.015, stat +0.010, line_bucket +0.010",2,Mike Barner points prop,True,0.5932,70,,bettingpros_props|sportsline
818fe7d18d2112b52aaa84da276ffa73f6f480c8876c1d962006f60583bfef6a,2026-04-20,NBA,ATL @ NYK,Cj Mccollum OVER 17.5 points,player_prop,NBA:cj_mccollum::points::OVER,17.5,A,"A:, pattern 'Mike Barner points prop' (164-121, 57.5%), Wilson 0.592, 2 sources, record 164-121 (57.5%, n=285, pattern_hist), confidence 70/100, adj: recency +0.030, expert +0.015, stat +0.010, line_bucket +0.010",2,Mike Barner points prop,True,0.5924,70,,action|sportsline
dc11b79a74914d9a576f8e4f72dc67e3847c52a4a609385fba278c3936cba251,2026-04-20,NBA,ATL @ NYK,Dyson Daniels OVER 12.5 reb+ast,player_prop,NBA:dyson_daniels::reb_ast::OVER,12.5,A,"A:, pattern 'Mike Barner reb+ast prop OVER' (37-21, 63.8%), Wilson 0.564, 2 sources, record 37-21 (63.8%, n=58, pattern_hist), confidence 55/100, adj: recency +0.030, expert +0.015, stat +0.010, line_bucket +0.010",2,Mike Barner reb+ast prop OVER,True,0.5639,55,,action|sportsline
512e48432577a6a0f1211a0c41b5f2e3f1868309df31be3f84385a82b725e84f,2026-04-20,NBA,MIN @ DEN,Anthony Edwards OVER 5.5 rebounds,player_prop,NBA:anthony_edwards::rebounds::OVER,5.5,A,"A:, pattern 'Prop Bet Guy rebounds prop OVER' (28-18, 60.9%), Wilson 0.496, 3 sources, record 28-18 (60.9%, n=46, pattern_hist), confidence 19/100, adj: recency -0.020, stat +0.010, line_bucket +0.010",3,Prop Bet Guy rebounds prop OVER,True,0.4957,19,,action|covers|sportsline
7bad8b878d7efa45f1707158b8c03302a6eeb0eb377150f1694d32239dbf648c,2026-04-20,NBA,? @ ?,Nikola Jokic OVER 10.0 assists,player_prop,NBA:nikola_jokic::assists::OVER,10.0,A,"A:, pattern 'Larry Hartstein assists prop OVER' (20-6, 76.9%), Wilson 0.495, 3 sources, record 20-6 (76.9%, n=26, pattern_hist), confidence 18/100, adj: recency -0.020, line_bucket +0.010",3,Larry Hartstein assists prop OVER,True,0.4949,18,,covers|dimers|sportsline
daf14250f1e734108f58377a80687de38a1e2b00ee955509cbbc7d04ccde7b06,2026-04-20,NBA,? @ ?,Nikola Jokic OVER 10.5 assists,player_prop,NBA:nikola_jokic::assists::OVER,10.5,A,"A:, pattern 'Larry Hartstein assists prop OVER' (20-6, 76.9%), Wilson 0.494, 3 sources, record 20-6 (76.9%, n=26, pattern_hist), confidence 18/100, adj: recency -0.020, line_bucket +0.010",3,Larry Hartstein assists prop OVER,True,0.4938,18,,covers|dimers|sportsline
11e9b110cf29a630a212985d5dcc063f39d30418463147849f5f785377732d34,2026-04-20,NBA,? @ ?,Sandro Mamukelashvili OVER 4.5 rebounds,player_prop,NBA:sandro_mamukelashvili::rebounds::OVER,4.5,B,"B:, no pattern match, Wilson 0.647, 2 sources, record 175-141 (56.6%, n=316, consensus_market_stat), confidence 98/100, adj: recency +0.030, stat +0.010, line_bucket +0.010",2,,True,0.647,98,,betql|sportsline
e0b113e93a2e248950971388f6153cf0d28db5499cc695a28c073e82039f0554,2026-04-20,NBA,POR @ SAS,Scoot Henderson OVER 7.5 points,player_prop,NBA:scoot_henderson::points::OVER,7.5,B,"B:, pattern 'bettingpros experts player prop OVER' (381-207, 64.8%), Wilson 0.644, 1 source, record 1044-679 (62.1%, n=1723, combo_market_stat), confidence 97/100, adj: recency +0.030, stat +0.010, line_bucket +0.010",1,bettingpros experts player prop OVER,True,0.6444,97,,bettingpros_experts
7424be14f53d24a4117a3b8792b0dd43013c79fdfd8c8adbf06fb104ac31f810,2026-04-20,NBA,ATL @ NYK,ATL +5.5 (ATL@NYK),spread,ATL,5.5,B,"B:, no pattern match, Wilson 0.572, 3 sources, record 15-13 (53.6%, n=28, combo_market), confidence 59/100, adj: recency +0.030",3,,True,0.5723,59,,action|sportsline|vegasinsider
2277559bce770703effb2ea3b45438e7d4aa32ba86a0c4b6229ed75417259d24,2026-04-20,NBA,ATL @ NYK,N Walker OVER 20.0 points,player_prop,NBA:n_walker::points::OVER,20.0,B,"B:, no pattern match, Wilson 0.564, 2 sources, record 469-431 (52.5%, n=900, consensus_market_stat), confidence 55/100, adj: stat +0.010, line_bucket +0.010",2,,True,0.5636,55,,action|bettingpros_props
ee7c7a191395eca02db9871f0482a41c81e59361098d65422722fc3abad04784,2026-04-20,NBA,TOR @ CLE,Scottie Barnes OVER 6.5 rebounds,player_prop,NBA:scottie_barnes::rebounds::OVER,6.5,B,"B:, pattern 'sportsline player prop OVER' (775-682, 53.2%), Wilson 0.559, 1 source, record 89-88 (50.3%, n=177, combo_market_stat), confidence 52/100, adj: recency +0.030, stat +0.010, line_bucket +0.010",1,sportsline player prop OVER,True,0.5594,52,,sportsline
6896ee2cb0c942808660f61d1657231be39f79f6fd380bdfe5d3abd44dbe477a,2026-04-20,NBA,? @ ?,Donte Divincenzo OVER 10.0 points,player_prop,NBA:donte_divincenzo::points::OVER,10.0,B,"B:, no pattern match, Wilson 0.555, 2 sources, record 469-431 (52.5%, n=900, consensus_market_stat), confidence 50/100, adj: stat +0.010, line_bucket +0.010",2,,True,0.5546,50,,bettingpros_props|covers
6dce3870b5aca69257829069cad6327f72a3783dbf9497aea99580d7f4ddf13a,2026-04-20,NBA,MIN @ DEN,Christian Braun OVER 9.5 points,player_prop,NBA:christian_braun::points::OVER,9.5,B,"B:, no pattern match, Wilson 0.555, 2 sources, record 469-431 (52.5%, n=900, consensus_market_stat), confidence 50/100, adj: stat +0.010, line_bucket +0.010",2,,True,0.5546,50,,bettingpros_props|covers
