atomic_stat,avg_odds,bets_with_units,direction,losses,market_type,n,net_units,odds_count,odds_sum,pushes,rating_bucket,roi,source_id,total_stake,units_missing_count,wilson_lower,win_pct,wins
pts_reb,-105.0,3,OVER,2,player_prop,3,-1.069,3,-315.0,0,unrated,-0.34934640522875815,juicereel_nukethebooks,3.06,0,0.0615,0.3333333333333333,1
,-105.33333333333333,3,MIL,1,spread,3,0.9149999999999999,3,-316.0,0,unrated,0.29804560260586316,oddstrader,3.0700000000000003,0,0.2077,0.6666666666666666,2
,-110.0,2,NYK,3,spread,3,-2.1,2,-220.0,0,unrated,-1.0,oddstrader,2.1,1,0.0,0.0,0
blocks,,1,PLAYER_UNDER,1,player_prop,2,-1.0,0,0.0,0,unrated,-1.0,action,1.0,1,0.0945,0.5,1
steals,,0,UNDER,0,player_prop,2,0.0,0,0.0,0,unrated,,action,0.0,2,0.3424,1.0,2
,-107.0,2,NOP,1,spread,2,-0.06500000000000006,2,-214.0,0,unrated,-0.0314009661835749,action,2.0700000000000003,0,0.0945,0.5,1
,-112.5,2,ORL,1,spread,2,-0.12,2,-225.0,0,unrated,-0.056603773584905655,action,2.12,0,0.0945,0.5,1
,,1,BOS,1,spread,2,-1.0,0,0.0,0,3_star,-1.0,betql,1.0,1,0.0945,0.5,1
,,1,GSW,1,spread,2,-1.0,0,0.0,0,3_star,-1.0,betql,1.0,1,0.0945,0.5,1
,,2,IND,2,spread,2,-2.0,0,0.0,0,3_star,-1.0,betql,2.0,0,0.0,0.0,0
,,2,MEM,2,spread,2,-2.0,0,0.0,0,3_star,-1.0,betql,2.0,0,0.0,0.0,0
,,0,MIL,0,spread,2,0.0,0,0.0,0,3_star,,betql,0.0,2,0.3424,1.0,2
,,1,SAS,1,spread,2,-1.0,0,0.0,0,3_star,-1.0,betql,1.0,1,0.0945,0.5,1
,,2,UTA,2,spread,2,-2.0,0,0.0,0,3_star,-1.0,betql,2.0,0,0.0,0.0,0
