atomic_stat,avg_odds,bets_with_units,display_group,experts,group_size,losses,market_type,n,net_units,odds_count,odds_sum,pushes,roi,split_count,total_stake,units_missing_count,wilson_lower,win_pct,wins
points,,0,BetQL Model[betql] + EV Model Rating Star[covers],"[""BetQL Model[betql]"", ""EV Model Rating Star[covers]""]",2,22,player_prop,50,0.0,0,0.0,0,,0,0.0,50,0.4231,0.56,28
points,,0,BetQL Model[betql] + OddsTrader AI[oddstrader],"[""BetQL Model[betql]"", ""OddsTrader AI[oddstrader]""]",2,19,player_prop,38,0.0,0,0.0,0,,0,0.0,38,0.3485,0.5,19
points,,0,BetQL Model[betql] + The Degenerates[action],"[""BetQL Model[betql]"", ""The Degenerates[action]""]",2,17,player_prop,34,0.0,0,0.0,0,,1,0.0,34,0.3407,0.5,17
points,,0,BetQL Model[betql] + Kyle Murray[action],"[""BetQL Model[betql]"", ""Kyle Murray[action]""]",2,14,player_prop,30,0.0,0,0.0,0,,1,0.0,30,0.3614,0.5333333333333333,16
assists,,0,BetQL Model[betql] + EV Model Rating Star[covers],"[""BetQL Model[betql]"", ""EV Model Rating Star[covers]""]",2,11,player_prop,26,0.0,0,0.0,0,,1,0.0,26,0.3895,0.5769230769230769,15
points,,0,chefpadro74[bettingpros_experts] + parkerpaduck[bettingpros_experts],"[""chefpadro74[bettingpros_experts]"", ""parkerpaduck[bettingpros_experts]""]",2,9,player_prop,22,0.0,0,0.0,0,,8,0.0,22,0.3873,0.5909090909090909,13
points,,0,EV Model Rating Star[covers] + OddsTrader AI[oddstrader],"[""EV Model Rating Star[covers]"", ""OddsTrader AI[oddstrader]""]",2,9,player_prop,19,0.0,0,0.0,0,,0,0.0,19,0.3171,0.5263157894736842,10
points,,0,KD850[bettingpros_experts] + chefpadro74[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]""]",2,6,player_prop,18,0.0,0,0.0,0,,8,0.0,18,0.4375,0.6666666666666666,12
rebounds,,0,BetQL Model[betql] + EV Model Rating Star[covers],"[""BetQL Model[betql]"", ""EV Model Rating Star[covers]""]",2,8,player_prop,16,0.0,0,0.0,0,,1,0.0,16,0.28,0.5,8
points,,0,BetQL Model[betql] + Joe Dellera[action],"[""BetQL Model[betql]"", ""Joe Dellera[action]""]",2,7,player_prop,16,0.0,0,0.0,0,,1,0.0,16,0.3318,0.5625,9
points,,0,BetQL Model[betql] + Cam Is Money[action],"[""BetQL Model[betql]"", ""Cam Is Money[action]""]",2,4,player_prop,14,0.0,0,0.0,0,,1,0.0,14,0.4535,0.7142857142857143,10
points,,0,BetQL Model[betql] + Buckets Podcast[action],"[""BetQL Model[betql]"", ""Buckets Podcast[action]""]",2,6,player_prop,13,0.0,0,0.0,0,,0,0.0,13,0.2914,0.5384615384615384,7
points,,0,BetQL Model[betql] + Sandy Plashkes[action],"[""BetQL Model[betql]"", ""Sandy Plashkes[action]""]",2,6,player_prop,12,0.0,0,0.0,0,,3,0.0,12,0.2538,0.5,6
points,,0,1979jbusy[bettingpros_experts] + chefpadro74[bettingpros_experts],"[""1979jbusy[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]""]",2,2,player_prop,11,0.0,0,0.0,0,,1,0.0,11,0.523,0.8181818181818182,9
rebounds,,0,BetQL Model[betql] + Dimers AI Model[dimers],"[""BetQL Model[betql]"", ""Dimers AI Model[dimers]""]",2,5,player_prop,11,0.0,0,0.0,0,,0,0.0,11,0.2801,0.5454545454545454,6
rebounds,,0,KD850[bettingpros_experts] + chefpadro74[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]""]",2,2,player_prop,11,0.0,0,0.0,0,,3,0.0,11,0.523,0.8181818181818182,9
points,,0,Propmaster71[bettingpros_experts] + chefpadro74[bettingpros_experts],"[""Propmaster71[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]""]",2,6,player_prop,11,0.0,0,0.0,0,,4,0.0,11,0.2127,0.45454545454545453,5
rebounds,,0,Propmaster71[bettingpros_experts] + chefpadro74[bettingpros_experts],"[""Propmaster71[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]""]",2,2,player_prop,11,0.0,0,0.0,0,,2,0.0,11,0.523,0.8181818181818182,9
points,,0,nukethebooks[juicereel_nukethebooks] + sXeBets[juicereel_sxebets],"[""nukethebooks[juicereel_nukethebooks]"", ""sXeBets[juicereel_sxebets]""]",2,7,player_prop,11,0.0,0,0.0,0,,1,0.0,11,0.1517,0.36363636363636365,4
points,,0,BetQL Model[betql] + Jim Turvey[action],"[""BetQL Model[betql]"", ""Jim Turvey[action]""]",2,5,player_prop,10,0.0,0,0.0,0,,1,0.0,10,0.2366,0.5,5
points,,0,Buckets Podcast[action] + Joe Dellera[action],"[""Buckets Podcast[action]"", ""Joe Dellera[action]""]",2,7,player_prop,10,0.0,0,0.0,0,,0,0.0,10,0.1078,0.3,3
assists,,0,BetQL Model[betql] + OddsTrader AI[oddstrader],"[""BetQL Model[betql]"", ""OddsTrader AI[oddstrader]""]",2,7,player_prop,9,0.0,0,0.0,0,,0,0.0,9,0.0632,0.2222222222222222,2
points,,0,BetQL Model[betql] + Ryan Minion[action],"[""BetQL Model[betql]"", ""Ryan Minion[action]""]",2,4,player_prop,9,0.0,0,0.0,0,,0,0.0,9,0.2666,0.5555555555555556,5
assists,,0,KD850[bettingpros_experts] + parkerpaduck[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""parkerpaduck[bettingpros_experts]""]",2,1,player_prop,9,0.0,0,0.0,0,,0,0.0,9,0.565,0.8888888888888888,8
points,,0,KD850[bettingpros_experts] + parkerpaduck[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""parkerpaduck[bettingpros_experts]""]",2,1,player_prop,9,0.0,0,0.0,0,,3,0.0,9,0.565,0.8888888888888888,8
points,,0,BetQL Model[betql] + Brian Condon[action],"[""BetQL Model[betql]"", ""Brian Condon[action]""]",2,5,player_prop,8,0.0,0,0.0,0,,0,0.0,8,0.1368,0.375,3
points,,0,BetQL Model[betql] + Bryan Fonseca[action],"[""BetQL Model[betql]"", ""Bryan Fonseca[action]""]",2,5,player_prop,8,0.0,0,0.0,0,,0,0.0,8,0.1368,0.375,3
rebounds,,0,Dimers AI Model[dimers] + EV Model Rating Star[covers],"[""Dimers AI Model[dimers]"", ""EV Model Rating Star[covers]""]",2,1,player_prop,8,0.0,0,0.0,0,,0,0.0,8,0.5291,0.875,7
points,,0,Fizzy78[bettingpros_experts] + chefpadro74[bettingpros_experts],"[""Fizzy78[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]""]",2,1,player_prop,8,0.0,0,0.0,0,,3,0.0,8,0.5291,0.875,7
rebounds,,0,chefpadro74[bettingpros_experts] + parkerpaduck[bettingpros_experts],"[""chefpadro74[bettingpros_experts]"", ""parkerpaduck[bettingpros_experts]""]",2,3,player_prop,8,0.0,0,0.0,0,,3,0.0,8,0.3057,0.625,5
rebounds,,0,BetQL Model[betql] + OddsTrader AI[oddstrader],"[""BetQL Model[betql]"", ""OddsTrader AI[oddstrader]""]",2,2,player_prop,7,0.0,0,0.0,0,,0,0.0,7,0.3589,0.7142857142857143,5
points,,0,Bryan Fonseca[action] + Buckets Podcast[action],"[""Bryan Fonseca[action]"", ""Buckets Podcast[action]""]",2,2,player_prop,7,0.0,0,0.0,0,,0,0.0,7,0.3589,0.7142857142857143,5
points,,0,EV Model Rating Star[covers] + sXeBets[juicereel_sxebets],"[""EV Model Rating Star[covers]"", ""sXeBets[juicereel_sxebets]""]",2,1,player_prop,7,0.0,0,0.0,0,,0,0.0,7,0.4869,0.8571428571428571,6
points,,0,Joe Dellera[action] + The Degenerates[action],"[""Joe Dellera[action]"", ""The Degenerates[action]""]",2,6,player_prop,7,0.0,0,0.0,0,,0,0.0,7,0.0257,0.14285714285714285,1
points,,0,chefpadro74[bettingpros_experts] + craig.r.trujillo[bettingpros_experts],"[""chefpadro74[bettingpros_experts]"", ""craig.r.trujillo[bettingpros_experts]""]",2,3,player_prop,7,0.0,0,0.0,0,,5,0.0,7,0.2505,0.5714285714285714,4
points,,0,chefpadro74[bettingpros_experts] + gordyscott88[bettingpros_experts],"[""chefpadro74[bettingpros_experts]"", ""gordyscott88[bettingpros_experts]""]",2,4,player_prop,7,0.0,0,0.0,0,,2,0.0,7,0.1582,0.42857142857142855,3
points,,0,BetQL Model[betql] + EV Model Rating Star[covers] + OddsTrader AI[oddstrader],"[""BetQL Model[betql]"", ""EV Model Rating Star[covers]"", ""OddsTrader AI[oddstrader]""]",3,2,player_prop,6,0.0,0,0.0,0,,0,0.0,6,0.3,0.6666666666666666,4
assists,,0,BetQL Model[betql] + Dimers AI Model[dimers],"[""BetQL Model[betql]"", ""Dimers AI Model[dimers]""]",2,4,player_prop,6,0.0,0,0.0,0,,0,0.0,6,0.0968,0.3333333333333333,2
points,,0,BetQL Model[betql] + Dimers AI Model[dimers],"[""BetQL Model[betql]"", ""Dimers AI Model[dimers]""]",2,3,player_prop,6,0.0,0,0.0,0,,0,0.0,6,0.1876,0.5,3
rebounds,,0,BetQL Model[betql] + Joe Dellera[action],"[""BetQL Model[betql]"", ""Joe Dellera[action]""]",2,2,player_prop,6,0.0,0,0.0,0,,0,0.0,6,0.3,0.6666666666666666,4
points,,0,BetQL Model[betql] + Markus Markets[action],"[""BetQL Model[betql]"", ""Markus Markets[action]""]",2,2,player_prop,6,0.0,0,0.0,0,,1,0.0,6,0.3,0.6666666666666666,4
points,,0,Dimers AI Model[dimers] + EV Model Rating Star[covers],"[""Dimers AI Model[dimers]"", ""EV Model Rating Star[covers]""]",2,2,player_prop,6,0.0,0,0.0,0,,0,0.0,6,0.3,0.6666666666666666,4
assists,,0,EV Model Rating Star[covers] + OddsTrader AI[oddstrader],"[""EV Model Rating Star[covers]"", ""OddsTrader AI[oddstrader]""]",2,4,player_prop,6,0.0,0,0.0,0,,0,0.0,6,0.0968,0.3333333333333333,2
points,,0,akelder15[bettingpros_experts] + chefpadro74[bettingpros_experts],"[""akelder15[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]""]",2,2,player_prop,6,0.0,0,0.0,0,,3,0.0,6,0.3,0.6666666666666666,4
points,,0,chefpadro74[bettingpros_experts] + jjead76[bettingpros_experts],"[""chefpadro74[bettingpros_experts]"", ""jjead76[bettingpros_experts]""]",2,1,player_prop,6,0.0,0,0.0,0,,0,0.0,6,0.4365,0.8333333333333334,5
rebounds,,0,1979jbusy[bettingpros_experts] + chefpadro74[bettingpros_experts],"[""1979jbusy[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]""]",2,0,player_prop,5,0.0,0,0.0,0,,0,0.0,5,0.5655,1.0,5
points,,0,BetQL Model[betql] + Boomer Betz[action],"[""BetQL Model[betql]"", ""Boomer Betz[action]""]",2,4,player_prop,5,0.0,0,0.0,0,,0,0.0,5,0.0362,0.2,1
assists,,0,BetQL Model[betql] + Joe Dellera[action],"[""BetQL Model[betql]"", ""Joe Dellera[action]""]",2,2,player_prop,5,0.0,0,0.0,0,,0,0.0,5,0.2307,0.6,3
rebounds,,0,BetQL Model[betql] + Kyle Murray[action],"[""BetQL Model[betql]"", ""Kyle Murray[action]""]",2,1,player_prop,5,0.0,0,0.0,0,,1,0.0,5,0.3755,0.8,4
points,,0,BetQL Model[betql] + RocketPlays[action],"[""BetQL Model[betql]"", ""RocketPlays[action]""]",2,2,player_prop,5,0.0,0,0.0,0,,0,0.0,5,0.2307,0.6,3
rebounds,,0,BetQL Model[betql] + Ryan Minion[action],"[""BetQL Model[betql]"", ""Ryan Minion[action]""]",2,3,player_prop,5,0.0,0,0.0,0,,0,0.0,5,0.1176,0.4,2
rebounds,,0,BetQL Model[betql] + sXeBets[juicereel_sxebets],"[""BetQL Model[betql]"", ""sXeBets[juicereel_sxebets]""]",2,1,player_prop,5,0.0,0,0.0,0,,0,0.0,5,0.3755,0.8,4
points,,0,KD850[bettingpros_experts] + craig.r.trujillo[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""craig.r.trujillo[bettingpros_experts]""]",2,1,player_prop,5,0.0,0,0.0,0,,1,0.0,5,0.3755,0.8,4
points,,0,Markus Markets[action] + Ryan Minion[action],"[""Markus Markets[action]"", ""Ryan Minion[action]""]",2,0,player_prop,5,0.0,0,0.0,0,,0,0.0,5,0.5655,1.0,5
points,,0,Mike Barner[sportsline] + Prop Bet Guy[sportsline],"[""Mike Barner[sportsline]"", ""Prop Bet Guy[sportsline]""]",2,2,player_prop,5,0.0,0,0.0,0,,0,0.0,5,0.2307,0.6,3
assists,,0,nukethebooks[juicereel_nukethebooks] + sXeBets[juicereel_sxebets],"[""nukethebooks[juicereel_nukethebooks]"", ""sXeBets[juicereel_sxebets]""]",2,3,player_prop,5,0.0,0,0.0,0,,1,0.0,5,0.1176,0.4,2
points,,0,1979jbusy[bettingpros_experts] + KD850[bettingpros_experts],"[""1979jbusy[bettingpros_experts]"", ""KD850[bettingpros_experts]""]",2,1,player_prop,4,0.0,0,0.0,0,,1,0.0,4,0.3006,0.75,3
points,,0,Alex Hinton[action] + Buckets Podcast[action],"[""Alex Hinton[action]"", ""Buckets Podcast[action]""]",2,2,player_prop,4,0.0,0,0.0,0,,0,0.0,4,0.15,0.5,2
assists,,0,BetQL Model[betql] + Bryan Fonseca[action],"[""BetQL Model[betql]"", ""Bryan Fonseca[action]""]",2,2,player_prop,4,0.0,0,0.0,0,,0,0.0,4,0.15,0.5,2
threes,,0,BetQL Model[betql] + EV Model Rating Star[covers],"[""BetQL Model[betql]"", ""EV Model Rating Star[covers]""]",2,3,player_prop,4,0.0,0,0.0,0,,0,0.0,4,0.0456,0.25,1
rebounds,,0,BetQL Model[betql] + Markus Markets[action],"[""BetQL Model[betql]"", ""Markus Markets[action]""]",2,1,player_prop,4,0.0,0,0.0,0,,1,0.0,4,0.3006,0.75,3
points,,0,BetQL Model[betql] + Matt DiLeo[action],"[""BetQL Model[betql]"", ""Matt DiLeo[action]""]",2,1,player_prop,4,0.0,0,0.0,0,,0,0.0,4,0.3006,0.75,3
rebounds,,0,BetQL Model[betql] + Matt DiLeo[action],"[""BetQL Model[betql]"", ""Matt DiLeo[action]""]",2,1,player_prop,4,0.0,0,0.0,0,,0,0.0,4,0.3006,0.75,3
threes,,0,BetQL Model[betql] + OddsTrader AI[oddstrader],"[""BetQL Model[betql]"", ""OddsTrader AI[oddstrader]""]",2,2,player_prop,4,0.0,0,0.0,0,,0,0.0,4,0.15,0.5,2
points,,0,BetQL Model[betql] + Royals Props[action],"[""BetQL Model[betql]"", ""Royals Props[action]""]",2,4,player_prop,4,0.0,0,0.0,0,,1,0.0,4,0.0,0.0,0
assists,,0,BetQL Model[betql] + Ryan Minion[action],"[""BetQL Model[betql]"", ""Ryan Minion[action]""]",2,4,player_prop,4,0.0,0,0.0,0,,0,0.0,4,0.0,0.0,0
points,,0,Brandon Kravitz[action] + Buckets Podcast[action],"[""Brandon Kravitz[action]"", ""Buckets Podcast[action]""]",2,2,player_prop,4,0.0,0,0.0,0,,0,0.0,4,0.15,0.5,2
,,0,Brandon Kravitz[action] + Fizzy78[bettingpros_experts],"[""Brandon Kravitz[action]"", ""Fizzy78[bettingpros_experts]""]",2,2,spread,4,0.0,0,0.0,0,,0,0.0,4,0.15,0.5,2
pts_reb,,0,Bryan Fonseca[action] + Kyle Murray[action],"[""Bryan Fonseca[action]"", ""Kyle Murray[action]""]",2,1,player_prop,4,0.0,0,0.0,0,,0,0.0,4,0.3006,0.75,3
pts_reb,,0,Buckets Podcast[action] + Jim Turvey[action],"[""Buckets Podcast[action]"", ""Jim Turvey[action]""]",2,1,player_prop,4,0.0,0,0.0,0,,0,0.0,4,0.3006,0.75,3
points,,0,Buckets Podcast[action] + Mike Barner[sportsline],"[""Buckets Podcast[action]"", ""Mike Barner[sportsline]""]",2,1,player_prop,4,0.0,0,0.0,0,,0,0.0,4,0.3006,0.75,3
points,,0,Buckets Podcast[action] + The Degenerates[action],"[""Buckets Podcast[action]"", ""The Degenerates[action]""]",2,2,player_prop,4,0.0,0,0.0,0,,0,0.0,4,0.15,0.5,2
points,,0,Cam Is Money[action] + Kyle Murray[action],"[""Cam Is Money[action]"", ""Kyle Murray[action]""]",2,2,player_prop,4,0.0,0,0.0,0,,0,0.0,4,0.15,0.5,2
assists,,0,Dimers AI Model[dimers] + Jon Metler[covers],"[""Dimers AI Model[dimers]"", ""Jon Metler[covers]""]",2,2,player_prop,4,0.0,0,0.0,0,,0,0.0,4,0.15,0.5,2
assists,,0,EV Model Rating Star[covers] + Jon Metler[covers],"[""EV Model Rating Star[covers]"", ""Jon Metler[covers]""]",2,0,player_prop,4,0.0,0,0.0,0,,0,0.0,4,0.5101,1.0,4
points,,0,EV Model Rating Star[covers] + Jon Metler[covers],"[""EV Model Rating Star[covers]"", ""Jon Metler[covers]""]",2,3,player_prop,4,0.0,0,0.0,0,,0,0.0,4,0.0456,0.25,1
assists,,0,EV Model Rating Star[covers] + sXeBets[juicereel_sxebets],"[""EV Model Rating Star[covers]"", ""sXeBets[juicereel_sxebets]""]",2,2,player_prop,4,0.0,0,0.0,0,,0,0.0,4,0.15,0.5,2
points,,0,Fizzy78[bettingpros_experts] + parkerpaduck[bettingpros_experts],"[""Fizzy78[bettingpros_experts]"", ""parkerpaduck[bettingpros_experts]""]",2,2,player_prop,4,0.0,0,0.0,0,,0,0.0,4,0.15,0.5,2
points,,0,Joe Dellera[action] + Kyle Murray[action],"[""Joe Dellera[action]"", ""Kyle Murray[action]""]",2,1,player_prop,4,0.0,0,0.0,0,,0,0.0,4,0.3006,0.75,3
points,,0,Joe Dellera[action] + Markus Markets[action],"[""Joe Dellera[action]"", ""Markus Markets[action]""]",2,3,player_prop,4,0.0,0,0.0,0,,0,0.0,4,0.0456,0.25,1
points,,0,TyRo24[bettingpros_experts] + chefpadro74[bettingpros_experts],"[""TyRo24[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]""]",2,1,player_prop,4,0.0,0,0.0,0,,1,0.0,4,0.3006,0.75,3
rebounds,,0,chefpadro74[bettingpros_experts] + craig.r.trujillo[bettingpros_experts],"[""chefpadro74[bettingpros_experts]"", ""craig.r.trujillo[bettingpros_experts]""]",2,1,player_prop,4,0.0,0,0.0,0,,0,0.0,4,0.3006,0.75,3
points,,0,chefpadro74[bettingpros_experts] + nomadicmitch[bettingpros_experts],"[""chefpadro74[bettingpros_experts]"", ""nomadicmitch[bettingpros_experts]""]",2,1,player_prop,4,0.0,0,0.0,0,,0,0.0,4,0.3006,0.75,3
assists,,0,chefpadro74[bettingpros_experts] + parkerpaduck[bettingpros_experts],"[""chefpadro74[bettingpros_experts]"", ""parkerpaduck[bettingpros_experts]""]",2,1,player_prop,4,0.0,0,0.0,0,,0,0.0,4,0.3006,0.75,3
points,,0,BetQL Model[betql] + Cam Is Money[action] + Kyle Murray[action],"[""BetQL Model[betql]"", ""Cam Is Money[action]"", ""Kyle Murray[action]""]",3,1,player_prop,3,0.0,0,0.0,0,,0,0.0,3,0.2077,0.6666666666666666,2
points,,0,BetQL Model[betql] + Dimers AI Model[dimers] + EV Model Rating Star[covers],"[""BetQL Model[betql]"", ""Dimers AI Model[dimers]"", ""EV Model Rating Star[covers]""]",3,1,player_prop,3,0.0,0,0.0,0,,0,0.0,3,0.2077,0.6666666666666666,2
assists,,0,BetQL Model[betql] + EV Model Rating Star[covers] + OddsTrader AI[oddstrader],"[""BetQL Model[betql]"", ""EV Model Rating Star[covers]"", ""OddsTrader AI[oddstrader]""]",3,2,player_prop,3,0.0,0,0.0,0,,0,0.0,3,0.0615,0.3333333333333333,1
points,,0,BetQL Model[betql] + Kyle Murray[action] + The Degenerates[action],"[""BetQL Model[betql]"", ""Kyle Murray[action]"", ""The Degenerates[action]""]",3,1,player_prop,3,0.0,0,0.0,0,,0,0.0,3,0.2077,0.6666666666666666,2
points,,0,1979jbusy[bettingpros_experts] + bettor73790[bettingpros_experts],"[""1979jbusy[bettingpros_experts]"", ""bettor73790[bettingpros_experts]""]",2,1,player_prop,3,0.0,0,0.0,0,,0,0.0,3,0.2077,0.6666666666666666,2
pts_reb_ast,,0,1979jbusy[bettingpros_experts] + bettor73790[bettingpros_experts],"[""1979jbusy[bettingpros_experts]"", ""bettor73790[bettingpros_experts]""]",2,1,player_prop,3,0.0,0,0.0,0,,1,0.0,3,0.2077,0.6666666666666666,2
points,,0,Alex Hinton[action] + Joe Dellera[action],"[""Alex Hinton[action]"", ""Joe Dellera[action]""]",2,2,player_prop,3,0.0,0,0.0,0,,0,0.0,3,0.0615,0.3333333333333333,1
assists,,0,Allan Lem[action] + BetQL Model[betql],"[""Allan Lem[action]"", ""BetQL Model[betql]""]",2,2,player_prop,3,0.0,0,0.0,0,,0,0.0,3,0.0615,0.3333333333333333,1
rebounds,,0,Allan Lem[action] + BetQL Model[betql],"[""Allan Lem[action]"", ""BetQL Model[betql]""]",2,3,player_prop,3,0.0,0,0.0,0,,0,0.0,3,0.0,0.0,0
rebounds,,0,BetQL Model[betql] + Boomer Betz[action],"[""BetQL Model[betql]"", ""Boomer Betz[action]""]",2,1,player_prop,3,0.0,0,0.0,0,,1,0.0,3,0.2077,0.6666666666666666,2
points,,0,BetQL Model[betql] + Brandon Kravitz[action],"[""BetQL Model[betql]"", ""Brandon Kravitz[action]""]",2,0,player_prop,3,0.0,0,0.0,0,,0,0.0,3,0.4385,1.0,3
rebounds,,0,BetQL Model[betql] + Buckets Podcast[action],"[""BetQL Model[betql]"", ""Buckets Podcast[action]""]",2,1,player_prop,3,0.0,0,0.0,0,,0,0.0,3,0.2077,0.6666666666666666,2
points,,0,BetQL Model[betql] + Tom Oldfield[covers],"[""BetQL Model[betql]"", ""Tom Oldfield[covers]""]",2,1,player_prop,3,0.0,0,0.0,0,,0,0.0,3,0.2077,0.6666666666666666,2
points,,0,BetQL Model[betql] + Wags Wins[action],"[""BetQL Model[betql]"", ""Wags Wins[action]""]",2,1,player_prop,3,0.0,0,0.0,0,,0,0.0,3,0.2077,0.6666666666666666,2
points,,0,BetQL Model[betql] + nukethebooks[juicereel_nukethebooks],"[""BetQL Model[betql]"", ""nukethebooks[juicereel_nukethebooks]""]",2,2,player_prop,3,0.0,0,0.0,0,,0,0.0,3,0.0615,0.3333333333333333,1
,,0,Brian Bitler[action] + Matt Moore[action],"[""Brian Bitler[action]"", ""Matt Moore[action]""]",2,0,spread,3,0.0,0,0.0,0,,0,0.0,3,0.4385,1.0,3
,,0,Bruce Marshall[sportsline] + mypickswithnoresearch[bettingpros_experts],"[""Bruce Marshall[sportsline]"", ""mypickswithnoresearch[bettingpros_experts]""]",2,2,spread,3,0.0,0,0.0,0,,0,0.0,3,0.0615,0.3333333333333333,1
threes,,0,Bryan Fonseca[action] + Buckets Podcast[action],"[""Bryan Fonseca[action]"", ""Buckets Podcast[action]""]",2,0,player_prop,3,0.0,0,0.0,0,,0,0.0,3,0.4385,1.0,3
pts_reb,,0,Bryan Fonseca[action] + Ryan Minion[action],"[""Bryan Fonseca[action]"", ""Ryan Minion[action]""]",2,1,player_prop,3,0.0,0,0.0,0,,0,0.0,3,0.2077,0.6666666666666666,2
pts_reb,,0,Buckets Podcast[action] + Joe Dellera[action],"[""Buckets Podcast[action]"", ""Joe Dellera[action]""]",2,1,player_prop,3,0.0,0,0.0,0,,0,0.0,3,0.2077,0.6666666666666666,2
points,,0,Cam Is Money[action] + Joe Dellera[action],"[""Cam Is Money[action]"", ""Joe Dellera[action]""]",2,1,player_prop,3,0.0,0,0.0,0,,0,0.0,3,0.2077,0.6666666666666666,2
points,,0,EV Model Rating Star[covers] + Quinn Allen[covers],"[""EV Model Rating Star[covers]"", ""Quinn Allen[covers]""]",2,1,player_prop,3,0.0,0,0.0,0,,0,0.0,3,0.2077,0.6666666666666666,2
points,,0,EV Model Rating Star[covers] + Sandy Plashkes[action],"[""EV Model Rating Star[covers]"", ""Sandy Plashkes[action]""]",2,3,player_prop,3,0.0,0,0.0,0,,0,0.0,3,0.0,0.0,0
assists,,0,Fizzy78[bettingpros_experts] + parkerpaduck[bettingpros_experts],"[""Fizzy78[bettingpros_experts]"", ""parkerpaduck[bettingpros_experts]""]",2,1,player_prop,3,0.0,0,0.0,0,,0,0.0,3,0.2077,0.6666666666666666,2
points,,0,Jon Metler[covers] + Larry Hartstein[sportsline],"[""Jon Metler[covers]"", ""Larry Hartstein[sportsline]""]",2,0,player_prop,3,0.0,0,0.0,0,,2,0.0,3,0.4385,1.0,3
points,,0,KD850[bettingpros_experts] + Propmaster71[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""Propmaster71[bettingpros_experts]""]",2,2,player_prop,3,0.0,0,0.0,0,,0,0.0,3,0.0615,0.3333333333333333,1
points,,0,KD850[bettingpros_experts] + akelder15[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""akelder15[bettingpros_experts]""]",2,1,player_prop,3,0.0,0,0.0,0,,0,0.0,3,0.2077,0.6666666666666666,2
pts_reb_ast,,0,KD850[bettingpros_experts] + bettor73790[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""bettor73790[bettingpros_experts]""]",2,0,player_prop,3,0.0,0,0.0,0,,0,0.0,3,0.4385,1.0,3
assists,,0,KD850[bettingpros_experts] + chefpadro74[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]""]",2,0,player_prop,3,0.0,0,0.0,0,,4,0.0,3,0.4385,1.0,3
rebounds,,0,KD850[bettingpros_experts] + craig.r.trujillo[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""craig.r.trujillo[bettingpros_experts]""]",2,1,player_prop,3,0.0,0,0.0,0,,1,0.0,3,0.2077,0.6666666666666666,2
pts_reb_ast,,0,KD850[bettingpros_experts] + parkerpaduck[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""parkerpaduck[bettingpros_experts]""]",2,1,player_prop,3,0.0,0,0.0,0,,1,0.0,3,0.2077,0.6666666666666666,2
rebounds,,0,KD850[bettingpros_experts] + parkerpaduck[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""parkerpaduck[bettingpros_experts]""]",2,1,player_prop,3,0.0,0,0.0,0,,1,0.0,3,0.2077,0.6666666666666666,2
pts_reb,,0,Kyle Murray[action] + Matt DiLeo[action],"[""Kyle Murray[action]"", ""Matt DiLeo[action]""]",2,2,player_prop,3,0.0,0,0.0,0,,0,0.0,3,0.0615,0.3333333333333333,1
points,,0,Kyle Murray[action] + The Degenerates[action],"[""Kyle Murray[action]"", ""The Degenerates[action]""]",2,1,player_prop,3,0.0,0,0.0,0,,0,0.0,3,0.2077,0.6666666666666666,2
points,,0,Propmaster71[bettingpros_experts] + akelder15[bettingpros_experts],"[""Propmaster71[bettingpros_experts]"", ""akelder15[bettingpros_experts]""]",2,1,player_prop,3,0.0,0,0.0,0,,1,0.0,3,0.2077,0.6666666666666666,2
points,,0,TheDevil[bettingpros_experts] + chefpadro74[bettingpros_experts],"[""TheDevil[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]""]",2,1,player_prop,3,0.0,0,0.0,0,,1,0.0,3,0.2077,0.6666666666666666,2
rebounds,,0,akelder15[bettingpros_experts] + chefpadro74[bettingpros_experts],"[""akelder15[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]""]",2,0,player_prop,3,0.0,0,0.0,0,,0,0.0,3,0.4385,1.0,3
points,,0,allcylinderscars[bettingpros_experts] + chefpadro74[bettingpros_experts],"[""allcylinderscars[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]""]",2,0,player_prop,3,0.0,0,0.0,0,,0,0.0,3,0.4385,1.0,3
