atomic_stat,avg_odds,bets_with_units,direction,display_group,experts,group_size,losses,market_type,n,net_units,odds_count,odds_sum,pushes,roi,split_count,total_stake,units_missing_count,wilson_lower,win_pct,wins
pts_reb_ast,,0,OVER,1979jbusy[bettingpros_experts] + KD850[bettingpros_experts],"[""1979jbusy[bettingpros_experts]"", ""KD850[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
rebounds,,0,OVER,1979jbusy[bettingpros_experts] + KD850[bettingpros_experts],"[""1979jbusy[bettingpros_experts]"", ""KD850[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
points,,0,OVER,1979jbusy[bettingpros_experts] + Prop Bet Guy[sportsline],"[""1979jbusy[bettingpros_experts]"", ""Prop Bet Guy[sportsline]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
points,,0,OVER,1979jbusy[bettingpros_experts] + Propmaster71[bettingpros_experts],"[""1979jbusy[bettingpros_experts]"", ""Propmaster71[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,1,0.0,1,0.2065,1.0,1
points,,0,OVER,1979jbusy[bettingpros_experts] + TheDevil[bettingpros_experts],"[""1979jbusy[bettingpros_experts]"", ""TheDevil[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
points,,0,OVER,1979jbusy[bettingpros_experts] + akelder15[bettingpros_experts],"[""1979jbusy[bettingpros_experts]"", ""akelder15[bettingpros_experts]""]",2,1,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.0,0.0,0
pts_reb_ast,,0,OVER,1979jbusy[bettingpros_experts] + akelder15[bettingpros_experts],"[""1979jbusy[bettingpros_experts]"", ""akelder15[bettingpros_experts]""]",2,1,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.0,0.0,0
threes,,0,OVER,1979jbusy[bettingpros_experts] + akelder15[bettingpros_experts],"[""1979jbusy[bettingpros_experts]"", ""akelder15[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
points,,0,OVER,1979jbusy[bettingpros_experts] + allcylinderscars[bettingpros_experts],"[""1979jbusy[bettingpros_experts]"", ""allcylinderscars[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
points,,0,OVER,1979jbusy[bettingpros_experts] + craig.r.trujillo[bettingpros_experts],"[""1979jbusy[bettingpros_experts]"", ""craig.r.trujillo[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
points,,0,OVER,1979jbusy[bettingpros_experts] + parkerpaduck[bettingpros_experts],"[""1979jbusy[bettingpros_experts]"", ""parkerpaduck[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,1,0.0,1,0.2065,1.0,1
points,,0,OVER,Alex Selesnick[sportsline] + KD850[bettingpros_experts],"[""Alex Selesnick[sportsline]"", ""KD850[bettingpros_experts]""]",2,1,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.0,0.0,0
pts_reb_ast,,0,OVER,Alex Selesnick[sportsline] + Larry Hartstein[sportsline],"[""Alex Selesnick[sportsline]"", ""Larry Hartstein[sportsline]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
pts_reb_ast,,0,UNDER,Alex Selesnick[sportsline] + Prop Bet Guy[sportsline],"[""Alex Selesnick[sportsline]"", ""Prop Bet Guy[sportsline]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
points,,0,OVER,Alex Selesnick[sportsline] + carmenciorra[bettingpros_experts],"[""Alex Selesnick[sportsline]"", ""carmenciorra[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
pts_reb_ast,,0,UNDER,Alex Selesnick[sportsline] + carmenciorra[bettingpros_experts],"[""Alex Selesnick[sportsline]"", ""carmenciorra[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
points,,0,OVER,Bdodson420[bettingpros_experts] + Fizzy78[bettingpros_experts],"[""Bdodson420[bettingpros_experts]"", ""Fizzy78[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
points,,0,OVER,Bdodson420[bettingpros_experts] + KD850[bettingpros_experts],"[""Bdodson420[bettingpros_experts]"", ""KD850[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
rebounds,,0,OVER,Bdodson420[bettingpros_experts] + KD850[bettingpros_experts],"[""Bdodson420[bettingpros_experts]"", ""KD850[bettingpros_experts]""]",2,1,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.0,0.0,0
rebounds,,0,OVER,Bdodson420[bettingpros_experts] + Propmaster71[bettingpros_experts],"[""Bdodson420[bettingpros_experts]"", ""Propmaster71[bettingpros_experts]""]",2,1,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.0,0.0,0
pts_ast,,0,OVER,Bdodson420[bettingpros_experts] + bettor73790[bettingpros_experts],"[""Bdodson420[bettingpros_experts]"", ""bettor73790[bettingpros_experts]""]",2,1,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.0,0.0,0
rebounds,,0,OVER,Bdodson420[bettingpros_experts] + bettor73790[bettingpros_experts],"[""Bdodson420[bettingpros_experts]"", ""bettor73790[bettingpros_experts]""]",2,1,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.0,0.0,0
points,,0,OVER,Bdodson420[bettingpros_experts] + chefpadro74[bettingpros_experts],"[""Bdodson420[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,1,0.0,1,0.2065,1.0,1
pts_reb,,0,UNDER,Bdodson420[bettingpros_experts] + jjead76[bettingpros_experts],"[""Bdodson420[bettingpros_experts]"", ""jjead76[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
,,0,HOME,Bob Konarski[sportsline] + Fizzy78[bettingpros_experts],"[""Bob Konarski[sportsline]"", ""Fizzy78[bettingpros_experts]""]",2,1,spread,1,0.0,0,0.0,0,,0,0.0,1,0.0,0.0,0
,,0,AWAY,Bruce Marshall[sportsline] + Fizzy78[bettingpros_experts],"[""Bruce Marshall[sportsline]"", ""Fizzy78[bettingpros_experts]""]",2,1,spread,1,0.0,0,0.0,0,,0,0.0,1,0.0,0.0,0
,,0,HOME,Bruce Marshall[sportsline] + Fizzy78[bettingpros_experts],"[""Bruce Marshall[sportsline]"", ""Fizzy78[bettingpros_experts]""]",2,1,spread,1,0.0,0,0.0,0,,0,0.0,1,0.0,0.0,0
,,0,HOME,Bruce Marshall[sportsline] + mypickswithnoresearch[bettingpros_experts],"[""Bruce Marshall[sportsline]"", ""mypickswithnoresearch[bettingpros_experts]""]",2,0,spread,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
pts_reb,,0,PLAYER_OVER,Buckets Podcast[action] + Jim Turvey[action],"[""Buckets Podcast[action]"", ""Jim Turvey[action]""]",2,1,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.0,0.0,0
points,,0,OVER,Fizzy78[bettingpros_experts] + Larry Hartstein[sportsline],"[""Fizzy78[bettingpros_experts]"", ""Larry Hartstein[sportsline]""]",2,1,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.0,0.0,0
points,,0,OVER,Fizzy78[bettingpros_experts] + Mike Barner[sportsline],"[""Fizzy78[bettingpros_experts]"", ""Mike Barner[sportsline]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
pts_reb,,0,OVER,Fizzy78[bettingpros_experts] + Mike Barner[sportsline],"[""Fizzy78[bettingpros_experts]"", ""Mike Barner[sportsline]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
assists,,0,OVER,Fizzy78[bettingpros_experts] + Propmaster71[bettingpros_experts],"[""Fizzy78[bettingpros_experts]"", ""Propmaster71[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
points,,0,OVER,Fizzy78[bettingpros_experts] + Propmaster71[bettingpros_experts],"[""Fizzy78[bettingpros_experts]"", ""Propmaster71[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
rebounds,,0,OVER,Fizzy78[bettingpros_experts] + TheDirtyDs2988[bettingpros_experts],"[""Fizzy78[bettingpros_experts]"", ""TheDirtyDs2988[bettingpros_experts]""]",2,1,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.0,0.0,0
rebounds,,0,OVER,Fizzy78[bettingpros_experts] + TyRo24[bettingpros_experts],"[""Fizzy78[bettingpros_experts]"", ""TyRo24[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
points,,0,OVER,Fizzy78[bettingpros_experts] + bettor73790[bettingpros_experts],"[""Fizzy78[bettingpros_experts]"", ""bettor73790[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
assists,,0,OVER,Fizzy78[bettingpros_experts] + carmenciorra[bettingpros_experts],"[""Fizzy78[bettingpros_experts]"", ""carmenciorra[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
pts_ast,,0,OVER,Fizzy78[bettingpros_experts] + carmenciorra[bettingpros_experts],"[""Fizzy78[bettingpros_experts]"", ""carmenciorra[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
rebounds,,0,OVER,Fizzy78[bettingpros_experts] + carmenciorra[bettingpros_experts],"[""Fizzy78[bettingpros_experts]"", ""carmenciorra[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
assists,,0,OVER,Fizzy78[bettingpros_experts] + chefpadro74[bettingpros_experts],"[""Fizzy78[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
threes,,0,OVER,Fizzy78[bettingpros_experts] + parkerpaduck[bettingpros_experts],"[""Fizzy78[bettingpros_experts]"", ""parkerpaduck[bettingpros_experts]""]",2,1,player_prop,1,0.0,0,0.0,0,,2,0.0,1,0.0,0.0,0
pts_reb_ast,,0,OVER,KD850[bettingpros_experts] + Kev[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""Kev[bettingpros_experts]""]",2,1,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.0,0.0,0
assists,,0,OVER,KD850[bettingpros_experts] + Larry Hartstein[sportsline],"[""KD850[bettingpros_experts]"", ""Larry Hartstein[sportsline]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
points,,0,OVER,KD850[bettingpros_experts] + Larry Hartstein[sportsline],"[""KD850[bettingpros_experts]"", ""Larry Hartstein[sportsline]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
reb_ast,,0,OVER,KD850[bettingpros_experts] + Mike Barner[sportsline],"[""KD850[bettingpros_experts]"", ""Mike Barner[sportsline]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
assists,,0,UNDER,KD850[bettingpros_experts] + Mr. B[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""Mr. B[bettingpros_experts]""]",2,1,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.0,0.0,0
assists,,0,OVER,KD850[bettingpros_experts] + Pana10[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""Pana10[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
pts_reb,,0,OVER,KD850[bettingpros_experts] + Pana10[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""Pana10[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
rebounds,,0,OVER,KD850[bettingpros_experts] + Prop Bet Guy[sportsline],"[""KD850[bettingpros_experts]"", ""Prop Bet Guy[sportsline]""]",2,1,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.0,0.0,0
assists,,0,OVER,KD850[bettingpros_experts] + Propmaster71[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""Propmaster71[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
rebounds,,0,OVER,KD850[bettingpros_experts] + Propmaster71[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""Propmaster71[bettingpros_experts]""]",2,1,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.0,0.0,0
points,,0,OVER,KD850[bettingpros_experts] + TheDirtyDs2988[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""TheDirtyDs2988[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,1,0.0,1,0.2065,1.0,1
assists,,0,OVER,KD850[bettingpros_experts] + TyRo24[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""TyRo24[bettingpros_experts]""]",2,1,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.0,0.0,0
points,,0,OVER,KD850[bettingpros_experts] + Zack Cimini[sportsline],"[""KD850[bettingpros_experts]"", ""Zack Cimini[sportsline]""]",2,1,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.0,0.0,0
pts_reb_ast,,0,OVER,KD850[bettingpros_experts] + akelder15[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""akelder15[bettingpros_experts]""]",2,1,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.0,0.0,0
rebounds,,0,OVER,KD850[bettingpros_experts] + akelder15[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""akelder15[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
points,,0,OVER,KD850[bettingpros_experts] + allcylinderscars[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""allcylinderscars[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,1,0.0,1,0.2065,1.0,1
points,,0,OVER,KD850[bettingpros_experts] + bettor69377[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""bettor69377[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
assists,,0,UNDER,KD850[bettingpros_experts] + carmenciorra[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""carmenciorra[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
pts_reb_ast,,0,UNDER,KD850[bettingpros_experts] + chefpadro74[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]""]",2,1,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.0,0.0,0
rebounds,,0,UNDER,KD850[bettingpros_experts] + chefpadro74[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]""]",2,1,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.0,0.0,0
points,,0,OVER,KD850[bettingpros_experts] + colin.vuong[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""colin.vuong[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
pts_reb,,0,OVER,KD850[bettingpros_experts] + colin.vuong[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""colin.vuong[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
pts_reb_ast,,0,OVER,KD850[bettingpros_experts] + colin.vuong[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""colin.vuong[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
assists,,0,OVER,KD850[bettingpros_experts] + craig.r.trujillo[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""craig.r.trujillo[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
pts_reb_ast,,0,OVER,KD850[bettingpros_experts] + craig.r.trujillo[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""craig.r.trujillo[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
points,,0,OVER,KD850[bettingpros_experts] + dylanmccaffrey[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""dylanmccaffrey[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
points,,0,OVER,KD850[bettingpros_experts] + gordyscott88[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""gordyscott88[bettingpros_experts]""]",2,1,player_prop,1,0.0,0,0.0,0,,1,0.0,1,0.0,0.0,0
reb_ast,,0,OVER,KD850[bettingpros_experts] + gordyscott88[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""gordyscott88[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
assists,,0,OVER,KD850[bettingpros_experts] + jacobparchert[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""jacobparchert[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
rebounds,,0,OVER,KD850[bettingpros_experts] + jjead76[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""jjead76[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
assists,,0,OVER,KD850[bettingpros_experts] + johnmorrow[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""johnmorrow[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
pts_reb_ast,,0,UNDER,KD850[bettingpros_experts] + parkerpaduck[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""parkerpaduck[bettingpros_experts]""]",2,1,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.0,0.0,0
pts_reb_ast,,0,OVER,KD850[bettingpros_experts] + rose0086[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""rose0086[bettingpros_experts]""]",2,1,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.0,0.0,0
points,,0,OVER,KD850[bettingpros_experts] + severianosmith[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""severianosmith[bettingpros_experts]""]",2,1,player_prop,1,0.0,0,0.0,0,,1,0.0,1,0.0,0.0,0
pts_reb_ast,,0,OVER,KD850[bettingpros_experts] + severianosmith[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""severianosmith[bettingpros_experts]""]",2,1,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.0,0.0,0
rebounds,,0,OVER,KD850[bettingpros_experts] + severianosmith[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""severianosmith[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
assists,,0,OVER,KD850[bettingpros_experts] + xwq9tqbk8d[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""xwq9tqbk8d[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
points,,0,OVER,KD850[bettingpros_experts] + xwq9tqbk8d[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""xwq9tqbk8d[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
pts_reb_ast,,0,OVER,KD850[bettingpros_experts] + xwq9tqbk8d[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""xwq9tqbk8d[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
rebounds,,0,OVER,KD850[bettingpros_experts] + xwq9tqbk8d[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""xwq9tqbk8d[bettingpros_experts]""]",2,1,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.0,0.0,0
pts_reb_ast,,0,OVER,Kev[bettingpros_experts] + rose0086[bettingpros_experts],"[""Kev[bettingpros_experts]"", ""rose0086[bettingpros_experts]""]",2,1,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.0,0.0,0
points,,0,OVER,Larry Hartstein[sportsline] + Zack Cimini[sportsline],"[""Larry Hartstein[sportsline]"", ""Zack Cimini[sportsline]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
points,,0,OVER,Larry Hartstein[sportsline] + allcylinderscars[bettingpros_experts],"[""Larry Hartstein[sportsline]"", ""allcylinderscars[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
points,,0,OVER,Matt Severance[sportsline] + Mike Barner[sportsline],"[""Matt Severance[sportsline]"", ""Mike Barner[sportsline]""]",2,1,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.0,0.0,0
points,,0,OVER,Matt Severance[sportsline] + Stephen Oh[sportsline],"[""Matt Severance[sportsline]"", ""Stephen Oh[sportsline]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
points,,0,UNDER,Matt Severance[sportsline] + jjead76[bettingpros_experts],"[""Matt Severance[sportsline]"", ""jjead76[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
,,0,AWAY,Micah Roberts[sportsline] + mypickswithnoresearch[bettingpros_experts],"[""Micah Roberts[sportsline]"", ""mypickswithnoresearch[bettingpros_experts]""]",2,0,spread,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
assists,,0,OVER,Miguel[bettingpros_experts] + chefpadro74[bettingpros_experts],"[""Miguel[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,1,0.0,1,0.2065,1.0,1
points,,0,OVER,Miguel[bettingpros_experts] + chefpadro74[bettingpros_experts],"[""Miguel[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
rebounds,,0,OVER,Miguel[bettingpros_experts] + chefpadro74[bettingpros_experts],"[""Miguel[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]""]",2,1,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.0,0.0,0
points,,0,OVER,Miguel[bettingpros_experts] + craig.r.trujillo[bettingpros_experts],"[""Miguel[bettingpros_experts]"", ""craig.r.trujillo[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
points,,0,OVER,Miguel[bettingpros_experts] + mullinsjeff76[bettingpros_experts],"[""Miguel[bettingpros_experts]"", ""mullinsjeff76[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
points,,0,OVER,Miguel[bettingpros_experts] + parkerpaduck[bettingpros_experts],"[""Miguel[bettingpros_experts]"", ""parkerpaduck[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
points,,0,UNDER,Mike Barner[sportsline] + Prop Bet Guy[sportsline],"[""Mike Barner[sportsline]"", ""Prop Bet Guy[sportsline]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
points,,0,OVER,Mike Barner[sportsline] + Propmaster71[bettingpros_experts],"[""Mike Barner[sportsline]"", ""Propmaster71[bettingpros_experts]""]",2,1,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.0,0.0,0
rebounds,,0,OVER,Mike Barner[sportsline] + akelder15[bettingpros_experts],"[""Mike Barner[sportsline]"", ""akelder15[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
points,,0,OVER,Pana10[bettingpros_experts] + gordyscott88[bettingpros_experts],"[""Pana10[bettingpros_experts]"", ""gordyscott88[bettingpros_experts]""]",2,1,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.0,0.0,0
points,,0,OVER,Prop Bet Guy[sportsline] + chefpadro74[bettingpros_experts],"[""Prop Bet Guy[sportsline]"", ""chefpadro74[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
rebounds,,0,OVER,Propmaster71[bettingpros_experts] + akelder15[bettingpros_experts],"[""Propmaster71[bettingpros_experts]"", ""akelder15[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
points,,0,OVER,Propmaster71[bettingpros_experts] + craig.r.trujillo[bettingpros_experts],"[""Propmaster71[bettingpros_experts]"", ""craig.r.trujillo[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
points,,0,OVER,Propmaster71[bettingpros_experts] + gordyscott88[bettingpros_experts],"[""Propmaster71[bettingpros_experts]"", ""gordyscott88[bettingpros_experts]""]",2,1,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.0,0.0,0
points,,0,UNDER,Propmaster71[bettingpros_experts] + gordyscott88[bettingpros_experts],"[""Propmaster71[bettingpros_experts]"", ""gordyscott88[bettingpros_experts]""]",2,1,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.0,0.0,0
points,,0,UNDER,Propmaster71[bettingpros_experts] + jjead76[bettingpros_experts],"[""Propmaster71[bettingpros_experts]"", ""jjead76[bettingpros_experts]""]",2,1,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.0,0.0,0
rebounds,,0,OVER,Propmaster71[bettingpros_experts] + johnmorrow[bettingpros_experts],"[""Propmaster71[bettingpros_experts]"", ""johnmorrow[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
assists,,0,OVER,Propmaster71[bettingpros_experts] + parkerpaduck[bettingpros_experts],"[""Propmaster71[bettingpros_experts]"", ""parkerpaduck[bettingpros_experts]""]",2,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
points,,0,OVER,Propmaster71[bettingpros_experts] + parkerpaduck[bettingpros_experts],"[""Propmaster71[bettingpros_experts]"", ""parkerpaduck[bettingpros_experts]""]",2,1,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.0,0.0,0
points,,0,OVER,Stephen Oh[sportsline] + carmenciorra[bettingpros_experts],"[""Stephen Oh[sportsline]"", ""carmenciorra[bettingpros_experts]""]",2,1,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.0,0.0,0
assists,,0,OVER,The Propfessor[action] + nukethebooks[juicereel_nukethebooks],"[""The Propfessor[action]"", ""nukethebooks[juicereel_nukethebooks]""]",2,1,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.0,0.0,0
pts_reb_ast,,0,OVER,Tim J[bettingpros_experts] + colin.vuong[bettingpros_experts],"[""Tim J[bettingpros_experts]"", ""colin.vuong[bettingpros_experts]""]",2,1,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.0,0.0,0
