avg_odds,bets_with_units,by_market,expert_name,losses,n,net_units,odds_count,odds_sum,pushes,roi,source_id,total_stake,units_missing_count,wilson_lower,win_pct,wins
-4544.973568281938,229,"{""moneyline"": {""losses"": 3, ""n"": 11, ""net_units"": 3.639, ""wilson_lower"": 0.3968, ""win_pct"": 0.7, ""wins"": 7}, ""player_prop"": {""losses"": 51, ""n"": 148, ""net_units"": 6.073, ""wilson_lower"": 0.5676, ""win_pct"": 0.6482758620689655, ""wins"": 94}, ""spread"": {""losses"": 8, ""n"": 24, ""net_units"": 3.396, ""wilson_lower"": 0.4671, ""win_pct"": 0.6666666666666666, ""wins"": 16}, ""total"": {""losses"": 18, ""n"": 48, ""net_units"": 0.049, ""wilson_lower"": 0.4836, ""win_pct"": 0.625, ""wins"": 30}}",bettor69377,80,231,13.157000000000009,227,-1031709.0,4,0.04702455412988318,bettingpros_experts,279.7899999999999,2,0.5834,0.6475770925110133,147
-115.38938053097345,226,"{""moneyline"": {""losses"": 2, ""n"": 2, ""net_units"": -2.11, ""wilson_lower"": 0.0, ""win_pct"": 0.0, ""wins"": 0}, ""player_prop"": {""losses"": 96, ""n"": 221, ""net_units"": 10.181, ""wilson_lower"": 0.4997, ""win_pct"": 0.5656108597285068, ""wins"": 125}, ""spread"": {""losses"": 1, ""n"": 2, ""net_units"": -0.095, ""wilson_lower"": 0.0945, ""win_pct"": 0.5, ""wins"": 1}, ""total"": {""losses"": 0, ""n"": 1, ""net_units"": 0.946, ""wilson_lower"": 0.2065, ""win_pct"": 1.0, ""wins"": 1}}",Alex Selesnick,99,226,8.921999999999993,226,-26078.0,0,0.036398498694516904,sportsline,245.12000000000026,0,0.4968,0.5619469026548672,127
-305.3867924528302,212,"{""moneyline"": {""losses"": 0, ""n"": 1, ""net_units"": 0.744, ""wilson_lower"": 0.2065, ""win_pct"": 1.0, ""wins"": 1}, ""player_prop"": {""losses"": 73, ""n"": 207, ""net_units"": -23.107, ""wilson_lower"": 0.5801, ""win_pct"": 0.6473429951690821, ""wins"": 134}, ""spread"": {""losses"": 0, ""n"": 3, ""net_units"": 1.584, ""wilson_lower"": 0.4385, ""win_pct"": 1.0, ""wins"": 3}, ""total"": {""losses"": 1, ""n"": 2, ""net_units"": -0.954, ""wilson_lower"": 0.0945, ""win_pct"": 0.5, ""wins"": 1}}",parkerpaduck,74,213,-21.732999999999997,212,-64742.0,0,-0.07299321555719751,bettingpros_experts,297.7400000000001,1,0.5864,0.6525821596244131,139
-29.00943396226415,215,"{""moneyline"": {""losses"": 11, ""n"": 19, ""net_units"": -3.436, ""wilson_lower"": 0.2314, ""win_pct"": 0.42105263157894735, ""wins"": 8}, ""player_prop"": {""losses"": 81, ""n"": 193, ""net_units"": 7.772, ""wilson_lower"": 0.4716, ""win_pct"": 0.5449438202247191, ""wins"": 97}, ""spread"": {""losses"": 2, ""n"": 3, ""net_units"": -0.889, ""wilson_lower"": 0.0615, ""win_pct"": 0.3333333333333333, ""wins"": 1}, ""total"": {""losses"": 1, ""n"": 2, ""net_units"": 0.003, ""wilson_lower"": 0.0945, ""win_pct"": 0.5, ""wins"": 1}}",gordyscott88,95,217,3.4500000000000024,212,-6150.0,15,0.015540540540540564,bettingpros_experts,221.99999999999983,2,0.461,0.5297029702970297,107
5.35374149659864,169,"{""moneyline"": {""losses"": 1, ""n"": 1, ""net_units"": -1.0, ""wilson_lower"": 0.0, ""win_pct"": 0.0, ""wins"": 0}, ""player_prop"": {""losses"": 75, ""n"": 171, ""net_units"": 8.459, ""wilson_lower"": 0.478, ""win_pct"": 0.5535714285714286, ""wins"": 93}, ""spread"": {""losses"": 1, ""n"": 1, ""net_units"": -1.0, ""wilson_lower"": 0.0, ""win_pct"": 0.0, ""wins"": 0}, ""total"": {""losses"": 8, ""n"": 10, ""net_units"": -5.552, ""wilson_lower"": 0.0567, ""win_pct"": 0.2, ""wins"": 2}}",Propmaster71,85,183,0.9069999999999931,147,787.0,3,0.005503306838177256,bettingpros_experts,164.80999999999992,14,0.455,0.5277777777777778,95
-102.9880239520958,169,"{""moneyline"": {""losses"": 1, ""n"": 3, ""net_units"": -0.125, ""wilson_lower"": 0.2077, ""win_pct"": 0.6666666666666666, ""wins"": 2}, ""player_prop"": {""losses"": 75, ""n"": 164, ""net_units"": -1.112, ""wilson_lower"": 0.4663, ""win_pct"": 0.5426829268292683, ""wins"": 89}, ""spread"": {""losses"": 3, ""n"": 4, ""net_units"": -2.154, ""wilson_lower"": 0.0456, ""win_pct"": 0.25, ""wins"": 1}}",Larry Hartstein,79,171,-3.391000000000007,167,-17199.0,0,-0.018498718018656955,sportsline,183.31000000000003,2,0.4633,0.5380116959064327,92
-215.03846153846155,157,"{""moneyline"": {""losses"": 7, ""n"": 17, ""net_units"": -1.362, ""wilson_lower"": 0.3601, ""win_pct"": 0.5882352941176471, ""wins"": 10}, ""player_prop"": {""losses"": 44, ""n"": 140, ""net_units"": 0.958, ""wilson_lower"": 0.5994, ""win_pct"": 0.6811594202898551, ""wins"": 94}, ""spread"": {""losses"": 3, ""n"": 6, ""net_units"": -0.83, ""wilson_lower"": 0.1876, ""win_pct"": 0.5, ""wins"": 3}}",craig.r.trujillo,54,163,-1.2339999999999995,156,-33546.0,2,-0.005988256417722128,bettingpros_experts,206.0700000000001,6,0.5886,0.6645962732919255,107
-57.0709219858156,141,"{""moneyline"": {""losses"": 1, ""n"": 4, ""net_units"": 2.324, ""wilson_lower"": 0.3006, ""win_pct"": 0.75, ""wins"": 3}, ""player_prop"": {""losses"": 58, ""n"": 108, ""net_units"": -12.163, ""wilson_lower"": 0.3718, ""win_pct"": 0.46296296296296297, ""wins"": 50}, ""spread"": {""losses"": 10, ""n"": 20, ""net_units"": -0.907, ""wilson_lower"": 0.2993, ""win_pct"": 0.5, ""wins"": 10}, ""total"": {""losses"": 3, ""n"": 6, ""net_units"": -0.235, ""wilson_lower"": 0.1876, ""win_pct"": 0.5, ""wins"": 3}}",Stephen Oh,74,141,-12.126000000000003,141,-8047.0,0,-0.08295819935691322,sportsline,146.17,0,0.3945,0.475177304964539,67
-132.82644628099175,122,"{""moneyline"": {""losses"": 14, ""n"": 60, ""net_units"": 15.053, ""wilson_lower"": 0.6456, ""win_pct"": 0.7666666666666667, ""wins"": 46}, ""spread"": {""losses"": 16, ""n"": 39, ""net_units"": 4.6, ""wilson_lower"": 0.4342, ""win_pct"": 0.5897435897435898, ""wins"": 23}, ""total"": {""losses"": 8, ""n"": 24, ""net_units"": 5.497, ""wilson_lower"": 0.4671, ""win_pct"": 0.6666666666666666, ""wins"": 16}}",mypickswithnoresearch,38,123,25.150000000000002,121,-16072.0,0,0.17607112853542425,bettingpros_experts,142.84,1,0.6047,0.6910569105691057,85
-331.2261904761905,91,"{""moneyline"": {""losses"": 5, ""n"": 12, ""net_units"": -3.31, ""wilson_lower"": 0.3195, ""win_pct"": 0.5833333333333334, ""wins"": 7}, ""player_prop"": {""losses"": 25, ""n"": 96, ""net_units"": 0.496, ""wilson_lower"": 0.6403, ""win_pct"": 0.7368421052631579, ""wins"": 70}, ""spread"": {""losses"": 1, ""n"": 3, ""net_units"": 1.04, ""wilson_lower"": 0.2077, ""win_pct"": 0.6666666666666666, ""wins"": 2}}",1979jbusy,31,111,-1.774000000000001,84,-27823.0,1,-0.014556494625420538,bettingpros_experts,121.86999999999999,20,0.6278,0.7181818181818181,79
