atomic_stat,avg_odds,bets_with_units,expert_name,losses,market_type,n,net_units,odds_count,odds_sum,pushes,roi,source_id,total_stake,units_missing_count,wilson_lower,win_pct,wins
,-115.47169811320755,161,Fizzy78,71,total,161,8.259999999999962,159,-18360.0,0,0.04803722012212827,bettingpros_experts,171.95000000000013,0,0.4818,0.5590062111801242,90
,-199.87261146496814,157,Fizzy78,65,moneyline,157,-12.054999999999996,157,-31380.0,0,-0.06146433487992658,bettingpros_experts,196.12999999999994,0,0.5078,0.5859872611464968,92
,-27.47328244274809,138,carmenciorra,75,spread,149,-6.940000000000011,131,-3599.0,1,-0.05256381125501785,bettingpros_experts,132.0300000000001,11,0.4139,0.49324324324324326,73
steals,166.25531914893617,141,Dimers AI Model,104,player_prop,141,-32.346,141,23442.0,0,-0.30417528681587336,dimers,106.34000000000007,0,0.1968,0.2624113475177305,37
pts_reb_ast,-110.0,63,Kyle Murray,62,player_prop,139,-61.045,1,-110.0,0,-0.9681998413957178,action,63.05,76,0.471,0.5539568345323741,77
,-110.1969696969697,135,Zack Cimini,61,spread,139,3.201999999999998,132,-14546.0,3,0.02253501301991694,sportsline,142.09,4,0.4676,0.5514705882352942,75
pts_reb,,91,Ryan Minion,89,player_prop,134,-89.0,0,0.0,2,-0.978021978021978,action,91.0,43,0.2517,0.32575757575757575,43
points,-91.84615384615384,80,Jim Turvey,55,player_prop,127,-30.162,39,-3582.0,0,-0.36702360671696277,action,82.17999999999999,47,0.48,0.5669291338582677,72
points,-91.21212121212122,80,Buckets Podcast,62,player_prop,126,-45.45100000000001,33,-3010.0,0,-0.5581603831511728,action,81.43,46,0.4217,0.5079365079365079,64
pts_reb_ast,,61,Ryan Minion,61,player_prop,123,-61.0,0,0.0,0,-1.0,action,61.0,62,0.4169,0.5040650406504065,62
,-95.33644859813084,117,Dimers AI Model,62,total,120,-10.426999999999987,107,-10201.0,0,-0.08670380841510059,dimers,120.25999999999989,3,0.3958,0.48333333333333334,58
