atomic_stat,avg_odds,bets_with_units,direction,expert_name,losses,market_type,n,net_units,odds_count,odds_sum,pushes,roi,source_id,total_stake,units_missing_count,wilson_lower,win_pct,wins
pts_reb_ast,-122.5,10,OVER,Matt Severance,2,player_prop,10,5.006,10,-1225.0,0,0.4563354603463993,sportsline,10.969999999999999,0,0.4902,0.8,8
,-116.5,10,UNDER,Matt Severance,2,team_total,10,5.231000000000001,10,-1165.0,0,0.4866046511627908,sportsline,10.75,0,0.4902,0.8,8
points,-80.14285714285714,9,OVER,Quinn Allen,6,player_prop,10,-3.2920000000000007,7,-561.0,0,-0.3547413793103449,covers,9.280000000000001,1,0.1682,0.4,4
reb_ast,,5,OVER,Ryan Minion,5,player_prop,10,-5.0,0,0.0,0,-1.0,action,5.0,5,0.2366,0.5,5
pts_reb_ast,,4,PLAYER_UNDER,Sandy Plashkes,4,player_prop,10,-4.0,0,0.0,0,-1.0,action,4.0,6,0.3127,0.6,6
,-108.4,10,TEAM,Scott Rickenbach,3,spread,10,3.585,10,-1084.0,0,0.3450433108758421,action,10.39,0,0.3968,0.7,7
assists,123.66666666666667,7,PLAYER_OVER,Top Shelf Action 🥃,6,player_prop,10,-4.691,3,371.0,0,-0.702245508982036,action,6.68,3,0.1682,0.4,4
rebounds,35.5,7,OVER,Top Shelf Action 🥃,2,player_prop,10,3.0599999999999996,6,213.0,0,0.440922190201729,action,6.94,3,0.4902,0.8,8
pts_reb_ast,-23.125,9,OVER,carmenciorra,3,player_prop,11,2.008,8,-185.0,1,0.22360801781737194,bettingpros_experts,8.98,2,0.3968,0.7,7
rebounds,81.6,9,UNDER,carmenciorra,6,player_prop,10,-2.402,5,408.0,0,-0.28595238095238096,bettingpros_experts,8.4,1,0.1682,0.4,4
,-80.71428571428571,8,LAL,carmenciorra,4,spread,10,-0.3060000000000004,7,-565.0,0,-0.03677884615384619,bettingpros_experts,8.320000000000002,2,0.3127,0.6,6
pts_reb_ast,-116.27272727272727,11,UNDER,colin.vuong,4,player_prop,11,1.257,11,-1279.0,1,0.1062552831783601,bettingpros_experts,11.83,0,0.3127,0.6,6
pts_reb_ast,-279.9,10,OVER,craig.r.trujillo,3,player_prop,10,0.00800000000000023,10,-2799.0,0,0.0005726556907659433,bettingpros_experts,13.970000000000002,0,0.3968,0.7,7
pts_reb_ast,-93.8,10,UNDER,jacobparchert,4,player_prop,10,1.3549999999999995,10,-938.0,0,0.12723004694835677,bettingpros_experts,10.65,0,0.3127,0.6,6
assists,20.8,7,UNDER,nukethebooks,6,player_prop,10,-5.55,5,104.0,0,-0.8564814814814815,juicereel_nukethebooks,6.4799999999999995,3,0.1682,0.4,4
assists,-4.25,12,OVER,severianosmith,5,player_prop,12,-0.49600000000000066,12,-51.0,2,-0.040755957271980336,bettingpros_experts,12.17,0,0.2366,0.5,5
pts_reb,-91.6,10,OVER,severianosmith,7,player_prop,10,-4.527,10,-916.0,0,-0.4303231939163498,bettingpros_experts,10.52,0,0.1078,0.3,3
pts_reb,,6,OVER,Alex Hinton,6,player_prop,9,-6.0,0,0.0,0,-1.0,action,6.0,3,0.1206,0.3333333333333333,3
,,5,CHA,BetQL Model,5,spread,9,-5.0,0,0.0,0,-1.0,betql,5.0,4,0.1888,0.4444444444444444,4
,,6,POR,BetQL Model,5,spread,10,-5.0,0,0.0,1,-0.8333333333333334,betql,6.0,4,0.1888,0.4444444444444444,4
pts_reb_ast,,5,PLAYER_UNDER,Boomer Betz,5,player_prop,9,-5.0,0,0.0,0,-1.0,action,5.0,4,0.1888,0.4444444444444444,4
rebounds,40.0,7,OVER,Boomer Betz,6,player_prop,9,-3.9939999999999998,3,120.0,0,-0.5780028943560057,action,6.91,2,0.1206,0.3333333333333333,3
rebounds,-106.0,4,UNDER,Boomer Betz,3,player_prop,9,-2.028,1,-106.0,0,-0.5032258064516129,action,4.03,5,0.3542,0.6666666666666666,6
,-108.88888888888889,9,TEAM,Brian Bitler,5,spread,9,-1.3670000000000007,9,-980.0,0,-0.14558040468583605,action,9.39,0,0.1888,0.4444444444444444,4
pts_ast,-120.0,3,OVER,Bryan Fonseca,1,player_prop,9,-0.09199999999999997,1,-120.0,0,-0.029773462783171514,action,3.09,6,0.565,0.8888888888888888,8
pts_ast,,3,PLAYER_OVER,Buckets Podcast,3,player_prop,9,-3.0,0,0.0,0,-1.0,action,3.0,6,0.3542,0.6666666666666666,6
,,6,,Buckets Podcast,5,spread,9,-5.0,0,0.0,0,-0.8333333333333334,action,6.0,3,0.1888,0.4444444444444444,4
assists,-115.0,4,OVER,Cam Is Money,4,player_prop,9,-4.07,1,-115.0,0,-1.0,action,4.07,5,0.2666,0.5555555555555556,5
pts_ast,-117.5,5,PLAYER_OVER,Cam Is Money,5,player_prop,9,-5.15,2,-235.0,0,-1.0,action,5.15,4,0.1888,0.4444444444444444,4
pts_reb,-125.0,4,PLAYER_OVER,Cam Is Money,3,player_prop,9,-2.112,1,-125.0,0,-0.5138686131386861,action,4.11,5,0.3542,0.6666666666666666,6
,-83.22222222222223,9,MIA,Dimers AI Model,3,spread,9,2.7689999999999997,9,-749.0,0,0.29999999999999993,dimers,9.23,0,0.3542,0.6666666666666666,6
,-61.888888888888886,9,OVER,Dimers AI Model,5,total,9,-1.3130000000000002,9,-557.0,0,-0.14087982832618023,dimers,9.320000000000002,0,0.1888,0.4444444444444444,4
pts_reb_ast,,2,PLAYER_OVER,Doug Ziefel,2,player_prop,9,-2.0,0,0.0,0,-1.0,action,2.0,7,0.4526,0.7777777777777778,7
,-356.1111111111111,9,BOS,Fizzy78,4,moneyline,9,-1.635,9,-3205.0,0,-0.1404639175257732,bettingpros_experts,11.64,0,0.2666,0.5555555555555556,5
,-218.33333333333334,9,TOR,Fizzy78,3,moneyline,9,0.367,9,-1965.0,0,0.03155631986242477,bettingpros_experts,11.629999999999997,0,0.3542,0.6666666666666666,6
,-109.44444444444444,9,CHA,Fizzy78,6,spread,9,-3.4049999999999994,9,-985.0,0,-0.36146496815286616,bettingpros_experts,9.42,0,0.1206,0.3333333333333333,3
,-112.22222222222223,9,MIA,Fizzy78,5,spread,9,-1.5200000000000002,9,-1010.0,0,-0.1596638655462185,bettingpros_experts,9.520000000000001,0,0.1888,0.4444444444444444,4
,-117.77777777777777,9,SAS,Fizzy78,6,spread,9,-3.7099999999999995,9,-1060.0,0,-0.3816872427983539,bettingpros_experts,9.719999999999999,0,0.1206,0.3333333333333333,3
points,-109.0,7,PLAYER_OVER,Gilles Gallant,6,player_prop,9,-5.046,1,-109.0,0,-0.7167613636363637,action,7.04,2,0.1206,0.3333333333333333,3
reb_ast,-136.0,5,OVER,Joe Dellera,4,player_prop,9,-3.154,1,-136.0,0,-0.6124271844660194,action,5.15,4,0.2666,0.5555555555555556,5
pts_ast,-116.33333333333333,9,OVER,Larry Hartstein,3,player_prop,9,2.3369999999999997,9,-1047.0,0,0.24142561983471073,sportsline,9.68,0,0.3542,0.6666666666666666,6
reb_ast,-108.33333333333333,9,OVER,Larry Hartstein,4,player_prop,9,-0.15400000000000003,9,-975.0,0,-0.015187376725838265,sportsline,10.14,0,0.2666,0.5555555555555556,5
pts_reb_ast,,4,PLAYER_UNDER,Markus Markets,4,player_prop,9,-4.0,0,0.0,0,-1.0,action,4.0,5,0.2666,0.5555555555555556,5
rebounds,,6,PLAYER_OVER,Matt DiLeo,6,player_prop,9,-6.0,0,0.0,0,-1.0,action,6.0,3,0.1206,0.3333333333333333,3
,-147.0,9,IND,Matt Severance,3,moneyline,9,1.3559999999999999,9,-1323.0,0,0.1273239436619718,sportsline,10.65,0,0.3542,0.6666666666666666,6
,-99.77777777777777,9,IND,Matt Severance,4,spread,9,-0.32300000000000006,9,-898.0,0,-0.031237911025145074,sportsline,10.34,0,0.2666,0.5555555555555556,5
points,-1000114.8,10,OVER,Miguel,3,player_prop,10,1.041,10,-10001148.0,1,0.0861754966887417,bettingpros_experts,12.080000000000002,0,0.3542,0.6666666666666666,6
,-108.77777777777777,9,NOP,OddsTrader AI,3,spread,9,-0.7330000000000017,9,-979.0,0,-0.05758051846033005,oddstrader,12.730000000000002,0,0.3542,0.6666666666666666,6
points_assists,-116.55555555555556,9,OVER,Prop Bet Guy,4,player_prop,9,0.3209999999999995,9,-1049.0,0,0.03316115702479334,sportsline,9.68,0,0.2666,0.5555555555555556,5
pts_reb,,2,UNDER,Sandy Plashkes,2,player_prop,9,-2.0,0,0.0,0,-1.0,action,2.0,7,0.4526,0.7777777777777778,7
reb_ast,-22.333333333333332,9,OVER,Stephen Oh,6,player_prop,9,-3.42,9,-201.0,0,-0.3630573248407643,sportsline,9.42,0,0.1206,0.3333333333333333,3
,-108.77777777777777,9,OKC,Stephen Oh,3,spread,9,2.6359999999999997,9,-979.0,0,0.28072417465388705,sportsline,9.39,0,0.3542,0.6666666666666666,6
reb_ast,,6,OVER,The Propfessor,6,player_prop,9,-6.0,0,0.0,0,-1.0,action,6.0,3,0.1206,0.3333333333333333,3
pts_reb_ast,-87.44444444444444,9,OVER,Tim J,4,player_prop,9,0.5939999999999994,9,-787.0,0,0.06319148936170206,bettingpros_experts,9.4,0,0.2666,0.5555555555555556,5
rebounds,-62.25,9,OVER,Tom Oldfield,9,player_prop,9,-9.440000000000001,8,-498.0,0,-1.0,covers,9.440000000000001,0,0.0,0.0,0
assists,-66.0,5,UNDER,Top Shelf Action 🥃,3,player_prop,9,-1.2530000000000001,4,-264.0,0,-0.23821292775665404,action,5.26,4,0.3542,0.6666666666666666,6
pts_ast,100.0,3,PLAYER_UNDER,Top Shelf Action 🥃,3,player_prop,9,-3.0,1,100.0,0,-1.0,action,3.0,6,0.3542,0.6666666666666666,6
rebounds,-61.75,8,UNDER,Top Shelf Action 🥃,7,player_prop,9,-6.210000000000001,4,-247.0,0,-0.756394640682095,action,8.21,1,0.0632,0.2222222222222222,2
rebounds,-76.88888888888889,9,OVER,bettor69377,8,player_prop,9,-8.115,9,-692.0,0,-0.8026706231454006,bettingpros_experts,10.11,0,0.0199,0.1111111111111111,1
,-255.125,8,MIN,carmenciorra,1,moneyline,10,2.8169999999999997,8,-2041.0,1,0.2706051873198847,bettingpros_experts,10.41,2,0.565,0.8888888888888888,8
pts_reb,-113.77777777777777,9,OVER,jacobparchert,6,player_prop,9,-3.5780000000000007,9,-1024.0,0,-0.3734864300626305,bettingpros_experts,9.580000000000002,0,0.1206,0.3333333333333333,3
rebounds,-33.9,10,OVER,jjead76,4,player_prop,10,0.41300000000000026,10,-339.0,1,0.03914691943127964,bettingpros_experts,10.55,0,0.2666,0.5555555555555556,5
pts_ast,-115.57142857142857,9,OVER,sXeBets,5,player_prop,9,1.5949999999999993,7,-809.0,0,0.1192077727952167,juicereel_sxebets,13.379999999999999,0,0.1888,0.4444444444444444,4
reb_ast,-21.571428571428573,7,OVER,sXeBets,4,player_prop,9,-1.6560000000000001,7,-151.0,0,-0.21647058823529414,juicereel_sxebets,7.65,2,0.2666,0.5555555555555556,5
pts_reb,,3,PLAYER_OVER,Alex Hinton,3,player_prop,8,-3.0,0,0.0,0,-1.0,action,3.0,5,0.3057,0.625,5
,10.0,6,BKN,BetQL Model,6,spread,8,-6.82,1,10.0,0,-1.0,betql,6.82,2,0.0715,0.25,2
points,-120.0,5,PLAYER_UNDER,Brian Condon,4,player_prop,8,-3.092,1,-120.0,0,-0.6074656188605109,action,5.09,3,0.2152,0.5,4
reb_ast,-17.5,5,OVER,Bryan Fonseca,5,player_prop,8,-5.15,2,-35.0,0,-1.0,action,5.15,3,0.1368,0.375,3
rebounds,-43.0,4,OVER,Buckets Podcast,3,player_prop,8,-2.127,3,-129.0,0,-0.5150121065375303,action,4.13,4,0.3057,0.625,5
,82.0,8,IND,Dimers AI Model,5,moneyline,8,-0.984,8,656.0,0,-0.14037089871611982,dimers,7.010000000000001,0,0.1368,0.375,3
,117.0,7,MEM,Dimers AI Model,4,moneyline,8,-0.10900000000000015,6,702.0,0,-0.017839607201309355,dimers,6.109999999999999,1,0.2152,0.5,4
,-63.625,8,MIL,Dimers AI Model,5,moneyline,8,-2.4830000000000005,8,-509.0,0,-0.2924617196702003,dimers,8.49,0,0.1368,0.375,3
,102.57142857142857,7,PHX,Dimers AI Model,5,moneyline,8,-2.246,7,718.0,0,-0.35993589743589743,dimers,6.24,1,0.1368,0.375,3
rebounds,4.375,8,UNDER,Dimers AI Model,1,player_prop,8,6.163,8,35.0,0,0.7860969387755102,dimers,7.84,0,0.5291,0.875,7
,14.875,8,ORL,Dimers AI Model,6,spread,8,-3.5709999999999997,8,119.0,0,-0.4711081794195251,dimers,7.579999999999999,0,0.0715,0.25,2
pts_reb,,7,OVER,Doug Ziefel,7,player_prop,8,-7.0,0,0.0,0,-1.0,action,7.0,1,0.0224,0.125,1
threes,-16.625,8,UNDER,EV Model Rating Star,3,player_prop,8,1.511,8,-133.0,0,0.1783943329397875,covers,8.469999999999999,0,0.3057,0.625,5
,-198.125,8,DAL,Fizzy78,3,moneyline,8,-0.3450000000000002,8,-1585.0,0,-0.033365570599613176,bettingpros_experts,10.339999999999998,0,0.3057,0.625,5
,-218.75,8,DEN,Fizzy78,3,moneyline,8,0.007999999999999563,8,-1750.0,0,0.0007992007992007556,bettingpros_experts,10.01,0,0.3057,0.625,5
,-210.625,8,GSW,Fizzy78,5,moneyline,8,-4.647,8,-1685.0,0,-0.43633802816901407,bettingpros_experts,10.65,0,0.1368,0.375,3
,-325.625,8,HOU,Fizzy78,3,moneyline,8,-1.58,8,-2605.0,0,-0.13656006914433882,bettingpros_experts,11.569999999999999,0,0.3057,0.625,5
,-100.625,8,MIN,Fizzy78,4,moneyline,8,-1.174,8,-805.0,0,-0.12802617230098146,bettingpros_experts,9.17,0,0.2152,0.5,4
,-78.33333333333333,9,CHI,Fizzy78,3,spread,9,1.5279999999999998,9,-705.0,1,0.16152219873150103,bettingpros_experts,9.46,0,0.3057,0.625,5
pts_reb_ast,-122.0,9,UNDER,KD850,4,player_prop,9,-0.7989999999999999,9,-1098.0,1,-0.08095238095238094,bettingpros_experts,9.870000000000001,0,0.2152,0.5,4
threes,-181.375,8,UNDER,KD850,2,player_prop,8,1.7480000000000002,8,-1451.0,0,0.17037037037037037,bettingpros_experts,10.260000000000002,0,0.4093,0.75,6
rebounds,-3.0,7,PLAYER_OVER,Kyle Murray,6,player_prop,8,-5.0280000000000005,2,-6.0,0,-0.7152204836415363,action,7.03,1,0.0715,0.25,2
pts_reb,,7,OVER,Lines at Lunch,7,player_prop,8,-7.0,0,0.0,0,-1.0,action,7.0,1,0.0224,0.125,1
pts_reb_ast,,5,PLAYER_OVER,Lines at Lunch,5,player_prop,8,-5.0,0,0.0,0,-1.0,action,5.0,3,0.1368,0.375,3
reb_ast,,5,OVER,Markus Markets,5,player_prop,8,-5.0,0,0.0,0,-1.0,action,5.0,3,0.1368,0.375,3
rebounds,-112.5,5,PLAYER_OVER,Markus Markets,3,player_prop,8,-1.116,2,-225.0,0,-0.21796875000000002,action,5.12,3,0.3057,0.625,5
threes,29.4,8,OVER,Matt DiLeo,6,player_prop,8,-3.375,5,147.0,0,-0.45731707317073167,action,7.380000000000001,0,0.0715,0.25,2
,-174.0,8,BOS,Matt Severance,2,moneyline,8,1.8929999999999998,8,-1392.0,0,0.18724035608308603,sportsline,10.11,0,0.4093,0.75,6
,-150.75,8,MIA,Matt Severance,5,moneyline,8,-3.5599999999999996,8,-1206.0,0,-0.37199582027168226,sportsline,9.57,0,0.1368,0.375,3
,-142.75,8,SAC,Matt Severance,4,moneyline,8,-1.3390000000000004,8,-1142.0,0,-0.14351554126473742,sportsline,9.330000000000002,0,0.2152,0.5,4
,-156.5,8,TOR,Matt Severance,4,moneyline,8,-1.6960000000000002,8,-1252.0,0,-0.17484536082474222,sportsline,9.700000000000003,0,0.2152,0.5,4
points,-86.875,8,OVER,Micah Roberts,6,player_prop,8,-4.429,8,-695.0,0,-0.5247630331753554,sportsline,8.440000000000001,0,0.0715,0.25,2
,-110.375,8,LAL,Micah Roberts,3,spread,8,1.5999999999999996,8,-883.0,0,0.19047619047619047,sportsline,8.399999999999999,0,0.3057,0.625,5
,-123.42857142857143,7,UNDER,Mr. B,3,total,8,0.22299999999999986,7,-864.0,0,0.02862644415917842,bettingpros_experts,7.789999999999999,1,0.3057,0.625,5
points,-67.8,7,UNDER,Propmaster71,6,player_prop,8,-5.196,5,-339.0,0,-0.7226703755215578,bettingpros_experts,7.1899999999999995,1,0.0715,0.25,2
pts_reb,,6,OVER,Royals Props,6,player_prop,8,-6.0,0,0.0,0,-1.0,action,6.0,2,0.0715,0.25,2
steals,,6,OVER,Ryan Minion,6,player_prop,8,-6.0,0,0.0,0,-1.0,action,6.0,2,0.0715,0.25,2
pts_reb,,7,OVER,Sandy Plashkes,7,player_prop,8,-7.0,0,0.0,0,-1.0,action,7.0,1,0.0224,0.125,1
pts_reb,-36.333333333333336,4,PLAYER_OVER,Top Shelf Action 🥃,1,player_prop,8,1.9649999999999999,3,-109.0,0,0.48518518518518505,action,4.050000000000001,4,0.5291,0.875,7
rebounds,128.0,7,PLAYER_OVER,Top Shelf Action 🥃,5,player_prop,8,-2.5060000000000002,4,512.0,0,-0.38494623655913984,action,6.51,1,0.1368,0.375,3
,-40.0,6,UNDER,Top Shelf Action 🥃,4,total,8,-2.0949999999999998,3,-120.0,0,-0.3434426229508197,action,6.1,2,0.2152,0.5,4
,-83.375,8,DET,Zack Cimini,1,spread,8,5.691999999999999,8,-667.0,0,0.683313325330132,sportsline,8.33,0,0.5291,0.875,7
pts_reb_ast,-91.125,8,OVER,akelder15,3,player_prop,8,1.426,8,-729.0,0,0.16639439906651107,bettingpros_experts,8.57,0,0.3057,0.625,5
,-98.5,8,OVER,bettor69377,4,total,8,-0.7749999999999999,8,-788.0,0,-0.08836944127708095,bettingpros_experts,8.77,0,0.2152,0.5,4
,-101.625,8,PHI,carmenciorra,5,moneyline,9,-4.139,8,-813.0,1,-0.4417289220917823,bettingpros_experts,9.370000000000001,1,0.1368,0.375,3
,137.33333333333334,7,IND,carmenciorra,4,spread,8,0.6749999999999999,6,824.0,0,0.1268796992481203,bettingpros_experts,5.32,1,0.2152,0.5,4
,68.25,8,MEM,carmenciorra,3,spread,8,3.37,8,546.0,0,0.5082956259426847,bettingpros_experts,6.63,0,0.3057,0.625,5
,-76.66666666666667,9,MIL,carmenciorra,5,spread,9,-2.151,9,-690.0,1,-0.2340587595212187,bettingpros_experts,9.19,0,0.1368,0.375,3
,-30.0,7,MIN,carmenciorra,2,spread,8,3.2190000000000003,7,-210.0,0,0.4733823529411765,bettingpros_experts,6.800000000000001,1,0.4093,0.75,6
pts_reb_ast,-53.625,8,UNDER,gordyscott88,4,player_prop,8,-0.14600000000000046,8,-429.0,0,-0.017870257037943753,bettingpros_experts,8.17,0,0.2152,0.5,4
threes,,3,OVER,johnmorrow,3,player_prop,8,-3.0,0,0.0,0,-1.0,bettingpros_experts,3.0,5,0.3057,0.625,5
pts_reb_ast,-118.25,8,OVER,nukethebooks,4,player_prop,8,-0.6770000000000002,8,-946.0,0,-0.07817551963048501,juicereel_nukethebooks,8.66,0,0.2152,0.5,4
pts_ast,-56.375,8,OVER,severianosmith,6,player_prop,8,-3.9250000000000003,8,-451.0,0,-0.4962073324905183,bettingpros_experts,7.910000000000001,0,0.0715,0.25,2
pts_reb_ast,32.69230769230769,13,OVER,severianosmith,7,player_prop,13,-6.0120000000000005,13,425.0,5,-0.48057553956834537,bettingpros_experts,12.51,0,0.0224,0.125,1
points,-107.0,3,OVER,Allan Lem,2,player_prop,7,-0.028000000000000025,2,-214.0,0,-0.009120521172638443,action,3.0700000000000003,4,0.3589,0.7142857142857143,5
,,3,MIA,BetQL Model,3,spread,7,-3.0,0,0.0,0,-1.0,betql,3.0,4,0.2505,0.5714285714285714,4
,,5,WAS,BetQL Model,5,spread,7,-5.0,0,0.0,0,-1.0,betql,5.0,2,0.0822,0.2857142857142857,2
,,3,,Brandon Kravitz,3,spread,7,-3.0,0,0.0,0,-1.0,action,3.0,4,0.2505,0.5714285714285714,4
pts_ast,,3,PLAYER_OVER,Bryan Fonseca,3,player_prop,7,-3.0,0,0.0,0,-1.0,action,3.0,4,0.2505,0.5714285714285714,4
pts_reb_ast,,2,PLAYER_UNDER,Bryan Fonseca,2,player_prop,7,-2.0,0,0.0,0,-1.0,action,2.0,5,0.3589,0.7142857142857143,5
assists,4.5,4,OVER,Buckets Podcast,3,player_prop,7,-1.967,2,9.0,0,-0.4967171717171717,action,3.96,3,0.2505,0.5714285714285714,4
pts_reb,,2,UNDER,Buckets Podcast,1,player_prop,7,-1.0,0,0.0,0,-0.5,action,2.0,5,0.4869,0.8571428571428571,6
,-168.66666666666666,7,ATL,Dimers AI Model,4,moneyline,7,-2.454,6,-1012.0,0,-0.290414201183432,dimers,8.45,0,0.1582,0.42857142857142855,3
,-145.83333333333334,6,BOS,Dimers AI Model,4,moneyline,7,-3.04,6,-875.0,0,-0.43181818181818177,dimers,7.040000000000001,1,0.1582,0.42857142857142855,3
,-23.0,7,MIA,Dimers AI Model,1,moneyline,7,4.859,7,-161.0,0,0.6795804195804196,dimers,7.1499999999999995,0,0.4869,0.8571428571428571,6
,-91.57142857142857,7,PHI,Dimers AI Model,4,moneyline,7,-1.5659999999999998,7,-641.0,0,-0.2071428571428571,dimers,7.5600000000000005,0,0.1582,0.42857142857142855,3
,-158.16666666666666,6,SAS,Dimers AI Model,3,moneyline,7,-1.2679999999999998,6,-949.0,0,-0.17441540577716644,dimers,7.269999999999999,1,0.2505,0.5714285714285714,4
points,21.0,7,UNDER,Dimers AI Model,4,player_prop,7,-0.831,7,147.0,0,-0.12184750733137827,dimers,6.820000000000001,0,0.1582,0.42857142857142855,3
,-105.14285714285714,7,ATL,Dimers AI Model,3,spread,7,0.8149999999999997,7,-736.0,0,0.11382681564245806,dimers,7.16,0,0.2505,0.5714285714285714,4
,-46.857142857142854,7,DEN,Dimers AI Model,2,spread,7,2.854,7,-328.0,0,0.40028050490883593,dimers,7.13,0,0.3589,0.7142857142857143,5
,-55.714285714285715,7,CHI,Fizzy78,4,moneyline,7,-1.3889999999999998,7,-390.0,0,-0.1882113821138211,bettingpros_experts,7.380000000000001,0,0.1582,0.42857142857142855,3
,-136.42857142857142,7,ATL,Fizzy78,6,spread,7,-5.8500000000000005,7,-955.0,0,-0.7452229299363058,bettingpros_experts,7.8500000000000005,0,0.0257,0.14285714285714285,1
,-112.14285714285714,7,BOS,Fizzy78,2,spread,7,2.613,7,-785.0,0,0.3531081081081081,bettingpros_experts,7.4,0,0.3589,0.7142857142857143,5
,-110.71428571428571,7,CLE,Fizzy78,4,spread,7,-1.35,7,-775.0,0,-0.1834239130434783,bettingpros_experts,7.359999999999999,0,0.1582,0.42857142857142855,3
,-82.85714285714286,7,NYK,Fizzy78,5,spread,7,-3.38,7,-580.0,0,-0.4579945799457994,bettingpros_experts,7.380000000000001,0,0.0822,0.2857142857142857,2
,-110.71428571428571,7,WAS,Fizzy78,3,spread,7,0.6369999999999996,7,-775.0,0,0.0866666666666666,bettingpros_experts,7.3500000000000005,0,0.2505,0.5714285714285714,4
points,-116.33333333333333,7,UNDER,Jason Logan Senior,3,player_prop,7,0.5489999999999995,6,-698.0,0,0.07359249329758706,covers,7.46,0,0.2505,0.5714285714285714,4
rebounds,-13.5,6,PLAYER_UNDER,Jim Turvey,5,player_prop,7,-4.225,4,-54.0,0,-0.6792604501607717,action,6.219999999999999,1,0.0822,0.2857142857142857,2
pts_reb,,4,UNDER,Joe Dellera,4,player_prop,7,-4.0,0,0.0,0,-1.0,action,4.0,3,0.1582,0.42857142857142855,3
assists,-152.125,8,UNDER,KD850,2,player_prop,8,1.435,8,-1217.0,1,0.14932362122788764,bettingpros_experts,9.61,0,0.3589,0.7142857142857143,5
rebounds,-65.57142857142857,7,UNDER,KD850,6,player_prop,7,-5.6080000000000005,7,-459.0,0,-0.7369250985545335,bettingpros_experts,7.610000000000001,0,0.0257,0.14285714285714285,1
assists,,4,OVER,Kyle Murray,4,player_prop,7,-3.0,0,0.0,0,-0.75,action,4.0,3,0.1582,0.42857142857142855,3
assists,-116.0,4,PLAYER_OVER,Markus Markets,4,player_prop,7,-4.15,2,-232.0,0,-1.0,action,4.15,3,0.1582,0.42857142857142855,3
points,,1,PLAYER_UNDER,Markus Markets,1,player_prop,7,-1.0,0,0.0,0,-1.0,action,1.0,6,0.4869,0.8571428571428571,6
pts_reb,-122.0,4,PLAYER_OVER,Markus Markets,3,player_prop,7,-2.098,1,-122.0,0,-0.5117073170731707,action,4.1,3,0.2505,0.5714285714285714,4
points,-44.333333333333336,6,PLAYER_OVER,Matt Moore,5,player_prop,7,-4.142,3,-133.0,0,-0.6745928338762215,action,6.140000000000001,1,0.0822,0.2857142857142857,2
pts_reb_ast,,5,PLAYER_OVER,Matt Moore,5,player_prop,7,-5.0,0,0.0,0,-1.0,action,5.0,2,0.0822,0.2857142857142857,2
,,2,,Matt Moore,2,spread,7,-2.0,0,0.0,0,-1.0,action,2.0,5,0.3589,0.7142857142857143,5
,-169.57142857142858,7,CLE,Matt Severance,1,moneyline,7,3.3689999999999998,7,-1187.0,0,0.39128919860627176,sportsline,8.61,0,0.4869,0.8571428571428571,6
,-160.71428571428572,7,DAL,Matt Severance,6,moneyline,7,-6.595000000000001,7,-1125.0,0,-0.7668604651162791,sportsline,8.6,0,0.0257,0.14285714285714285,1
,-159.71428571428572,7,MIL,Matt Severance,2,moneyline,7,1.431,7,-1118.0,0,0.16678321678321678,sportsline,8.58,0,0.3589,0.7142857142857143,5
,-160.85714285714286,7,PHX,Matt Severance,3,moneyline,7,-0.5479999999999999,7,-1126.0,0,-0.06416861826697891,sportsline,8.540000000000001,0,0.2505,0.5714285714285714,4
rebounds,-146.85714285714286,7,OVER,Matt Severance,3,player_prop,7,-0.29400000000000004,7,-1028.0,0,-0.035464414957780466,sportsline,8.29,0,0.2505,0.5714285714285714,4
,-110.57142857142857,7,BKN,Matt Severance,4,spread,7,-1.3679999999999999,7,-774.0,0,-0.18586956521739129,sportsline,7.36,0,0.1582,0.42857142857142855,3
,-111.42857142857143,7,UTA,Matt Severance,3,spread,7,0.6300000000000001,7,-780.0,0,0.0853658536585366,sportsline,7.38,0,0.2505,0.5714285714285714,4
points_rebounds,-118.85714285714286,7,OVER,Prop Bet Guy,1,player_prop,7,4.388,7,-832.0,0,0.5773684210526316,sportsline,7.6,0,0.4869,0.8571428571428571,6
assists,-114.0,5,OVER,Prop Bomb 🏝,5,player_prop,7,-5.07,1,-114.0,0,-1.0,action,5.07,2,0.0822,0.2857142857142857,2
points,,5,UNDER,Prop Bomb 🏝,5,player_prop,7,-5.0,0,0.0,0,-1.0,action,5.0,2,0.0822,0.2857142857142857,2
points,-119.28571428571429,7,UNDER,Prop Model,4,player_prop,7,-1.594,7,-835.0,0,-0.21029023746701847,vegasinsider,7.58,0,0.1582,0.42857142857142855,3
assists,,4,OVER,RocketPlays,4,player_prop,7,-4.0,0,0.0,0,-1.0,action,4.0,3,0.1582,0.42857142857142855,3
pts_reb,-115.42857142857143,7,OVER,Stephen Oh,4,player_prop,7,-1.483,7,-808.0,0,-0.19826203208556153,sportsline,7.4799999999999995,0,0.1582,0.42857142857142855,3
pts_reb_ast,-115.14285714285714,7,OVER,Stephen Oh,5,player_prop,7,-3.479,7,-806.0,0,-0.46448598130841123,sportsline,7.49,0,0.0822,0.2857142857142857,2
points,-0.75,6,OVER,Top Shelf Action 🥃,5,player_prop,7,-4.019,4,-3.0,0,-0.6687188019966722,action,6.01,1,0.0822,0.2857142857142857,2
