atomic_stat,avg_odds,bets_with_units,direction,expert_name,losses,market_type,n,net_units,odds_count,odds_sum,pushes,roi,source_id,total_stake,units_missing_count,wilson_lower,win_pct,wins
rebounds,,2,PLAYER_OVER,Boomer Betz,2,player_prop,4,-2.0,0,0.0,0,-1.0,action,2.0,2,0.15,0.5,2
pts_reb,434.25,4,OVER,Brandon Anderson,4,player_prop,4,-2.36,4,1737.0,0,-1.0,action,2.36,0,0.0,0.0,0
,-110.0,2,UNDER,Brian Bitler,2,total,4,-2.05,1,-110.0,0,-1.0,action,2.05,2,0.15,0.5,2
points,,3,PLAYER_UNDER,Bryan Fonseca,3,player_prop,4,-3.0,0,0.0,0,-1.0,action,3.0,1,0.0456,0.25,1
rebounds,,1,UNDER,Bryan Fonseca,1,player_prop,4,-1.0,0,0.0,0,-1.0,action,1.0,3,0.3006,0.75,3
pts_ast,,2,PLAYER_UNDER,Buckets Podcast,2,player_prop,4,-2.0,0,0.0,0,-1.0,action,2.0,2,0.15,0.5,2
rebounds,,2,PLAYER_OVER,Buckets Podcast,2,player_prop,4,-2.0,0,0.0,0,-1.0,action,2.0,2,0.15,0.5,2
assists,,2,PLAYER_OVER,Cam Is Money,2,player_prop,4,-2.0,0,0.0,0,-1.0,action,2.0,2,0.15,0.5,2
pts_reb,-125.0,1,UNDER,Cam Is Money,0,player_prop,4,0.888,1,-125.0,0,0.7999999999999999,action,1.11,3,0.5101,1.0,4
rebounds,113.0,2,OVER,Cam Is Money,1,player_prop,4,0.062000000000000055,1,113.0,0,0.03195876288659797,action,1.94,2,0.3006,0.75,3
points,-122.66666666666667,4,PLAYER_UNDER,Chris Gimino,2,player_prop,4,-0.3059999999999998,3,-368.0,0,-0.07116279069767438,action,4.3,0,0.15,0.5,2
blocks,155.75,4,UNDER,Dimers AI Model,1,player_prop,4,2.864,4,623.0,0,0.9121019108280255,dimers,3.1399999999999997,0,0.3006,0.75,3
points,,2,UNDER,Doug Ziefel,2,player_prop,4,-2.0,0,0.0,0,-1.0,action,2.0,2,0.15,0.5,2
pts_reb,,3,PLAYER_OVER,Doug Ziefel,3,player_prop,4,-3.0,0,0.0,0,-1.0,action,3.0,1,0.0456,0.25,1
points,,4,OVER,Fizzy78,4,player_prop,4,-4.0,0,0.0,0,-1.0,bettingpros_experts,4.0,0,0.0,0.0,0
points,,3,PLAYER_UNDER,Gilles Gallant,3,player_prop,4,-3.0,0,0.0,0,-1.0,action,3.0,1,0.0456,0.25,1
assists,155.0,2,PLAYER_OVER,Jim Turvey,2,player_prop,4,-1.78,1,155.0,0,-1.0,action,1.78,2,0.15,0.5,2
pts_reb,100.0,2,PLAYER_UNDER,Jim Turvey,1,player_prop,4,0.0,1,100.0,0,0.0,action,2.0,2,0.3006,0.75,3
reb_ast,,2,OVER,Jim Turvey,2,player_prop,4,-2.0,0,0.0,0,-1.0,action,2.0,2,0.15,0.5,2
reb_ast,,1,PLAYER_OVER,Jim Turvey,1,player_prop,4,-1.0,0,0.0,0,-1.0,action,1.0,3,0.3006,0.75,3
assists,123.0,3,PLAYER_OVER,Kyle Murray,2,player_prop,4,-0.893,1,123.0,0,-0.30793103448275866,action,2.9,1,0.15,0.5,2
rebounds,-8.75,4,OVER,Larry Hartstein,1,player_prop,4,1.8720000000000003,4,-35.0,0,0.453268765133172,sportsline,4.13,0,0.3006,0.75,3
points,,3,UNDER,Lines at Lunch,3,player_prop,4,-3.0,0,0.0,0,-1.0,action,3.0,1,0.0456,0.25,1
pts_reb_ast,,3,PLAYER_UNDER,Lines at Lunch,3,player_prop,4,-3.0,0,0.0,0,-1.0,action,3.0,1,0.0456,0.25,1
