avg_odds,bets_with_units,by_market,display_pair,expert_a,expert_b,losses,n,net_units,odds_count,odds_sum,pushes,roi,split_count,total_stake,units_missing_count,wilson_lower,win_pct,wins
,0,"{""player_prop"": {""losses"": 0, ""n"": 2, ""pushes"": 1, ""split_count"": 0, ""wilson_lower"": 0.2065, ""win_pct"": 1.0, ""wins"": 1}}",Bdodson420 [bettingpros_experts] + jjead76 [bettingpros_experts],Bdodson420 [bettingpros_experts],jjead76 [bettingpros_experts],0,2,0.0,0,0.0,1,,0,0.0,2,0.2065,1.0,1
,0,"{""spread"": {""losses"": 1, ""n"": 1, ""pushes"": 0, ""split_count"": 0, ""wilson_lower"": 0.0, ""win_pct"": 0.0, ""wins"": 0}}",Bob Konarski [sportsline] + Fizzy78 [bettingpros_experts],Bob Konarski [sportsline],Fizzy78 [bettingpros_experts],1,1,0.0,0,0.0,0,,0,0.0,1,0.0,0.0,0
,0,"{""player_prop"": {""losses"": 1, ""n"": 1, ""pushes"": 0, ""split_count"": 0, ""wilson_lower"": 0.0, ""win_pct"": 0.0, ""wins"": 0}}",Buckets Podcast [action] + Jim Turvey [action],Buckets Podcast [action],Jim Turvey [action],1,1,0.0,0,0.0,0,,0,0.0,1,0.0,0.0,0
,0,"{""player_prop"": {""losses"": 1, ""n"": 1, ""pushes"": 0, ""split_count"": 0, ""wilson_lower"": 0.0, ""win_pct"": 0.0, ""wins"": 0}}",Fizzy78 [bettingpros_experts] + Larry Hartstein [sportsline],Fizzy78 [bettingpros_experts],Larry Hartstein [sportsline],1,1,0.0,0,0.0,0,,0,0.0,1,0.0,0.0,0
,0,"{""player_prop"": {""losses"": 1, ""n"": 1, ""pushes"": 0, ""split_count"": 0, ""wilson_lower"": 0.0, ""win_pct"": 0.0, ""wins"": 0}}",Fizzy78 [bettingpros_experts] + TheDirtyDs2988 [bettingpros_experts],Fizzy78 [bettingpros_experts],TheDirtyDs2988 [bettingpros_experts],1,1,0.0,0,0.0,0,,0,0.0,1,0.0,0.0,0
,0,"{""player_prop"": {""losses"": 0, ""n"": 1, ""pushes"": 0, ""split_count"": 0, ""wilson_lower"": 0.2065, ""win_pct"": 1.0, ""wins"": 1}}",Fizzy78 [bettingpros_experts] + TyRo24 [bettingpros_experts],Fizzy78 [bettingpros_experts],TyRo24 [bettingpros_experts],0,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
,0,"{""player_prop"": {""losses"": 0, ""n"": 1, ""pushes"": 0, ""split_count"": 0, ""wilson_lower"": 0.2065, ""win_pct"": 1.0, ""wins"": 1}}",Fizzy78 [bettingpros_experts] + bettor73790 [bettingpros_experts],Fizzy78 [bettingpros_experts],bettor73790 [bettingpros_experts],0,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
,0,"{""player_prop"": {""losses"": 0, ""n"": 1, ""pushes"": 0, ""split_count"": 1, ""wilson_lower"": 0.2065, ""win_pct"": 1.0, ""wins"": 1}}",Fizzy78 [bettingpros_experts] + chefpadro74 [bettingpros_experts],Fizzy78 [bettingpros_experts],chefpadro74 [bettingpros_experts],0,1,0.0,0,0.0,0,,1,0.0,1,0.2065,1.0,1
,0,"{""player_prop"": {""losses"": 1, ""n"": 1, ""pushes"": 0, ""split_count"": 0, ""wilson_lower"": 0.0, ""win_pct"": 0.0, ""wins"": 0}}",KD850 [bettingpros_experts] + Kev [bettingpros_experts],KD850 [bettingpros_experts],Kev [bettingpros_experts],1,1,0.0,0,0.0,0,,0,0.0,1,0.0,0.0,0
,0,"{""player_prop"": {""losses"": 0, ""n"": 1, ""pushes"": 0, ""split_count"": 0, ""wilson_lower"": 0.2065, ""win_pct"": 1.0, ""wins"": 1}}",KD850 [bettingpros_experts] + Mike Barner [sportsline],KD850 [bettingpros_experts],Mike Barner [sportsline],0,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
