atomic_stat,avg_odds,bets_with_units,direction,expert_name,losses,market_type,n,net_units,odds_count,odds_sum,pushes,roi,source_id,total_stake,units_missing_count,wilson_lower,win_pct,wins
assists,-840.2708333333334,48,OVER,chefpadro74,11,player_prop,50,3.76,48,-40333.0,1,0.05415526429497338,bettingpros_experts,69.42999999999996,2,0.6412,0.7755102040816326,38
rebounds,-86.64583333333333,48,OVER,Prop Bet Guy,19,player_prop,48,6.628999999999998,48,-4159.0,0,0.12909444985394347,sportsline,51.35000000000001,0,0.4631,0.6041666666666666,29
threes,-218.2340425531915,47,UNDER,chefpadro74,18,player_prop,47,-5.371999999999998,47,-10257.0,1,-0.08573252473667407,bettingpros_experts,62.660000000000004,0,0.4646,0.6086956521739131,28
threes,-204.13636363636363,44,UNDER,bettor69377,12,player_prop,44,4.797999999999998,44,-8982.0,1,0.08203111643015897,bettingpros_experts,58.49000000000001,0,0.5731,0.7209302325581395,31
threes,-429.2368421052632,39,OVER,chefpadro74,13,player_prop,41,-1.682999999999999,38,-16311.0,0,-0.031358300726662916,bettingpros_experts,53.67,2,0.5302,0.6829268292682927,28
,-26470.947368421053,39,UNDER,bettor69377,14,total,40,0.8239999999999993,38,-1005896.0,0,0.017465027554048308,bettingpros_experts,47.18000000000001,1,0.4951,0.65,26
pts_reb,-118.52631578947368,38,OVER,Mike Barner,20,player_prop,38,-5.183000000000002,38,-4504.0,0,-0.12592322643343054,sportsline,41.160000000000004,0,0.3248,0.47368421052631576,18
pts_reb,-119.5945945945946,37,OVER,Fizzy78,18,player_prop,37,-2.266000000000002,37,-4425.0,0,-0.05631212723658055,bettingpros_experts,40.24000000000001,0,0.3589,0.5135135135135135,19
points,-64.4,40,UNDER,severianosmith,14,player_prop,40,7.407999999999999,40,-2576.0,3,0.17764988009592325,bettingpros_experts,41.699999999999996,0,0.461,0.6216216216216216,23
points,-125.27777777777777,36,UNDER,Matt Severance,9,player_prop,36,13.982999999999997,36,-4510.0,0,0.34992492492492483,sportsline,39.96,0,0.5893,0.75,27
rebounds,-204.75,33,OVER,carmenciorra,10,player_prop,38,10.697000000000001,32,-6552.0,2,0.3171360806403796,bettingpros_experts,33.72999999999999,5,0.5601,0.7222222222222222,26
rebounds,-361.05882352941177,34,OVER,parkerpaduck,10,player_prop,34,-2.7060000000000004,34,-12276.0,0,-0.053341218214074504,bettingpros_experts,50.73000000000002,0,0.5383,0.7058823529411765,24
pts_reb_ast,-103.63636363636364,33,OVER,Alex Selesnick,16,player_prop,33,-1.3639999999999994,33,-3420.0,0,-0.038552854720180864,sportsline,35.38000000000001,0,0.3522,0.5151515151515151,17
rebounds,-84.9375,33,OVER,Larry Hartstein,20,player_prop,33,-10.003000000000002,32,-2718.0,0,-0.2777839489030825,sportsline,36.010000000000005,0,0.2468,0.3939393939393939,13
points,-29.322580645161292,33,OVER,gordyscott88,18,player_prop,34,-6.258999999999999,31,-909.0,1,-0.17730878186968835,bettingpros_experts,35.3,1,0.2984,0.45454545454545453,15
